
==========
Order:3	229
35	8
55	23
59	8
79	6
86	5
98	16
100	7
104	9
106	24
111	16
114	6
115	13
124	23
125	21
143	5
156	14
161	13
201	8
202	19
210	22
214	33
218	9
227	7
238	16
240	11.5
242	14
245	26
260	26
262	32
263	22
285	15
311	7
315	5
328	8
329	22
345	14
348	57
352	8
354	11
362	8
370	8
375	8
379	15
399	9
416	6
441	7
445	6
462	32
464	21
465	7
468	7
474	28
478	9
479	6
502	26
518	8
519	7
531	184
534	8
536	7
543	18
545	8
546	25
549	25
553	14
558	17
572	6
573	11
596	6
599	8
601	7
611	7
615	15
628	8
630	24
632	5
653	14
656	11
658	17
677	7
685	8
693	8
750	28
755	16
758	6
775	16
777	8
781	7
784	5
786	6
792	17
794	8
800	17
820	5
823	8
824	22
825	12
841	7
846	15
852	46
860	12
861	7
864	43
866	8
867	6
884	6
892	7
893	37
899	6
924	369
933	21
936	7
945	7
954	17
965	17
969	22
972	8
975	7
976	15
978	6
984	8
1002	15
1021	6
1027	7
1030	8
1036	5
1069	11
1075	8
1076	6
1077	10.5
1083	5
1095	8
1101	11
1103	7
1112	534
1115	9
1123	10
1128	8
1129	6
1130	23
1131	11
1138	7
1183	24
1214	7
1219	12
1223	39
1224	22
1229	15
1230	26
1261	13
1276	7
1282	5
1284	7
1304	7
1305	5
1312	16
1318	23
1322	23
1336	22
1347	8
1348	35
1351	7
1355	8
1371	26
1384	7
1400	22
1403	39
1411	6
1421	6
1427	6
1435	7
1451	23
1465	8
1496	6
1504	24
1541	18
1548	16
1558	7
1560	7
1578	23
1589	17
1608	10
1622	6
1625	8
1639	6
1641	12
1643	24
1651	9
1674	7
1676	8
1684	6
1694	19
1710	16
1712	8
1718	11
1723	15
1725	9
1729	7
1732	31
1733	8
1744	15
1749	6
1758	9
1767	6
1770	30
1779	10
1786	7
1787	16
1796	8
1810	14
1812	11
1848	7
1849	7
1854	8
1860	9
1861	47
1867	13
1873	7
1889	6
1902	8
1912	8
1914	7
1918	10
1927	15
1935	6
1950	8
1952	6
1953	7
1972	27
