TimeElapsed, Max, Min, Mean, Std, Number of items.,,Top
0,83,-25,32.9920005798,0.928481263827,350,[1-0][10-1][17-0][21-0][26-0];83;520;603;,[1-0][10-1][15-0][17-0][26-0];80;506;586;,[1-0][15-0][17-0][21-0][26-0];76;853;929;
0,83,-12,27.7880001068,0.979773996424,377,[1-0][10-1][17-0][21-0][26-0];83;520;603;,[1-0][10-1][15-0][17-0][26-0];80;506;586;,[1-0][15-0][17-0][21-0][26-0];76;853;929;
0,83,-22,31.6359996796,0.936560017223,373,[1-0][10-1][17-0][21-0][26-0];83;520;603;,[1-0][10-1][15-0][17-0][26-0];80;506;586;,[1-0][15-0][17-0][21-0][26-0];76;853;929;
0,83,-15,31.6000003815,0.910633889222,368,[1-0][10-1][17-0][21-0][26-0];83;520;603;,[1-0][10-1][15-0][17-0][26-0];80;506;586;,[1-0][15-0][17-0][21-0][26-0];76;853;929;
0,83,-18,28.6639995575,0.719305857622,364,[1-0][10-1][17-0][21-0][26-0];83;520;603;,[1-0][10-1][15-0][17-0][26-0];80;506;586;,[1-0][15-0][17-0][21-0][26-0];76;853;929;
0,83,-15,32.5079994202,1.02276116853,337,[1-0][10-1][17-0][21-0][26-0];83;520;603;,[1-0][10-1][15-0][17-0][26-0];80;506;586;,[1-0][15-0][17-0][21-0][26-0];76;853;929;
1,83,-23,33.4700012207,1.08972106995,333,[1-0][10-1][17-0][21-0][26-0];83;520;603;,[1-0][10-1][15-0][17-0][26-0];80;506;586;,[1-0][15-0][17-0][21-0][26-0];76;853;929;
1,83,-12,27.8400001526,1.06735584362,371,[1-0][10-1][17-0][21-0][26-0];83;520;603;,[1-0][10-1][15-0][17-0][26-0];80;506;586;,[1-0][15-0][17-0][21-0][26-0];76;853;929;
1,83,-12,32.1300010681,0.734867419872,358,[1-0][10-1][17-0][21-0][26-0];83;520;603;,[1-0][10-1][15-0][17-0][26-0];80;506;586;,[1-0][15-0][17-0][21-0][26-0];76;853;929;
1,83,-14,35.1780014038,0.645630674866,340,[1-0][10-1][17-0][21-0][26-0];83;520;603;,[1-0][10-1][15-0][17-0][26-0];80;506;586;,[1-0][15-0][17-0][21-0][26-0];76;853;929;
1,83,-13,27.9459991455,0.705019439298,366,[1-0][10-1][17-0][21-0][26-0];83;520;603;,[1-0][10-1][15-0][17-0][26-0];80;506;586;,[1-0][15-0][17-0][21-0][26-0];76;853;929;
1,83,-23,34.3059997559,1.00968609627,330,[1-0][10-1][17-0][21-0][26-0];83;520;603;,[1-0][10-1][15-0][17-0][26-0];80;506;586;,[1-0][15-0][17-0][21-0][26-0];76;853;929;
1,83,-20,33.8860015869,0.66646072155,334,[1-0][10-1][17-0][21-0][26-0];83;520;603;,[1-0][10-1][15-0][17-0][26-0];80;506;586;,[1-0][15-0][17-0][21-0][26-0];76;853;929;
1,83,-12,29.9979991913,0.741840792731,354,[1-0][10-1][17-0][21-0][26-0];83;520;603;,[1-0][10-1][15-0][17-0][26-0];80;506;586;,[1-0][15-0][17-0][21-0][26-0];76;853;929;
1,83,-15,37.2459983826,1.08751740747,317,[1-0][10-1][17-0][21-0][26-0];83;520;603;,[1-0][10-1][15-0][17-0][26-0];80;506;586;,[1-0][15-0][17-0][21-0][26-0];76;853;929;
1,83,-19,37.8219985962,1.02503785094,329,[1-0][10-1][17-0][21-0][26-0];83;520;603;,[1-0][10-1][15-0][17-0][26-0];80;506;586;,[1-0][15-0][17-0][21-0][26-0];76;853;929;
1,83,-24,30.045999527,1.01119064537,349,[1-0][10-1][17-0][21-0][26-0];83;520;603;,[1-0][10-1][15-0][17-0][26-0];80;506;586;,[1-0][15-0][17-0][21-0][26-0];76;853;929;
0,19,-13,0.425999999046,0.0928246410423,488,[2-0][15-0][17-0][20-0][22-0];19;141;160;,[7-0][14-1][17-0][20-1][24-0];14;163;177;,[3-0][17-0][18-2][25-1][26-0];13;105;118;
0,26,-12,0.860000014305,0.0857666415697,485,[2-0][7-0][8-1][15-0][20-1];26;266;292;,[2-0][15-0][17-0][20-0][22-0];19;141;160;,[4-1][9-1][13-1][14-0][17-0];19;89;108;
0,26,-16,1.68200004101,0.0959414925507,480,[2-0][7-0][8-1][15-0][20-1];26;266;292;,[2-0][7-0][15-0][17-0][23-2];24;175;199;,[4-1][9-1][13-1][14-0][17-0];19;89;108;
0,37,-15,1.68400001526,0.198637399418,486,[2-0][15-0][17-0][21-0][22-0];37;260;297;,[1-0][6-0][12-0][20-1][26-0];33;513;546;,[2-0][7-0][8-1][15-0][20-1];26;266;292;
0,37,-13,1.86399996281,0.225828348556,490,[2-0][15-0][17-0][21-0][22-0];37;260;297;,[1-0][6-0][12-0][20-1][26-0];33;513;546;,[7-0][15-0][17-0][20-0][21-0];27;290;317;
0,37,-13,1.89600002766,0.217415542824,482,[2-0][15-0][17-0][21-0][22-0];37;260;297;,[1-0][6-0][12-0][20-1][26-0];33;513;546;,[1-0][14-1][15-0][17-0][19-1];28;248;276;
0,37,-13,4.17199993134,0.0996185282472,480,[2-0][15-0][17-0][21-0][22-0];37;260;297;,[2-0][15-0][17-0][21-0][22-1];33;342;375;,[1-0][6-0][12-0][20-1][26-0];33;513;546;
0,37,-10,4.64799976349,0.301792609144,476,[2-0][15-0][17-0][21-0][22-0];37;260;297;,[3-0][6-0][10-1][16-1][17-0];35;200;235;,[6-0][15-0][17-0][21-0][25-1];34;304;338;
0,46,-16,5.84800004959,0.450068949713,468,[2-0][15-0][17-0][21-0][24-0];46;317;363;,[7-0][15-0][17-0][21-0][22-1];43;399;442;,[2-0][15-0][17-0][20-1][26-0];43;372;415;
0,46,-17,6.88000011444,0.397123053923,474,[2-0][15-0][17-0][21-0][24-0];46;317;363;,[8-1][10-1][17-0][21-0][26-0];46;294;340;,[7-0][15-0][17-0][21-0][24-0];46;378;424;
0,57,-19,7.42199993134,0.461630870175,469,[7-0][15-0][17-0][21-0][26-0];57;621;678;,[4-0][15-0][17-0][21-0][24-0];53;298;351;,[2-0][15-0][17-0][21-0][24-0];46;317;363;
0,57,-22,8.62399959564,0.518135697818,467,[7-0][15-0][17-0][21-0][26-0];57;621;678;,[4-0][15-0][17-0][21-0][24-0];53;298;351;,[1-0][2-0][15-0][20-1][21-0];46;531;577;
0,57,-22,9.30599975586,0.435799297214,462,[7-0][15-0][17-0][21-0][26-0];57;621;678;,[2-0][15-0][17-0][21-0][26-0];57;531;588;,[4-0][15-0][17-0][21-0][24-0];53;298;351;
0,66,-13,11.4099998474,0.618216717179,450,[1-0][7-0][15-0][17-0][21-0];66;725;791;,[2-0][15-0][17-0][21-0][26-0];57;531;588;,[7-0][15-0][17-0][21-0][26-0];57;621;678;
0,76,-23,14.1739997864,0.66385378784,438,[1-0][15-0][17-0][21-0][26-0];76;853;929;,[1-0][7-0][15-0][17-0][21-0];66;725;791;,[1-0][2-0][17-0][21-0][26-0];61;738;799;
0,76,-18,16.5400009155,0.58537708361,444,[1-0][15-0][17-0][21-0][26-0];76;853;929;,[1-0][2-0][4-0][15-0][17-0];69;479;548;,[1-0][2-0][15-0][17-0][21-0];67;634;701;
0,76,-15,20.6819992065,0.654318716301,433,[1-0][15-0][17-0][21-0][26-0];76;853;929;,[1-0][2-0][4-0][15-0][17-0];69;479;548;,[1-0][2-0][15-0][17-0][21-0];67;634;701;
1,76,-12,20.0620002747,0.893159191938,430,[1-0][15-0][17-0][21-0][26-0];76;853;929;,[1-0][2-0][15-0][17-0][26-0];74;687;761;,[1-0][2-0][4-0][15-0][17-0];69;479;548;
1,76,-13,24.672000885,0.895695050559,407,[1-0][15-0][17-0][21-0][26-0];76;853;929;,[1-0][2-0][15-0][17-0][26-0];74;687;761;,[1-0][4-0][15-0][17-0][21-0];72;585;657;
1,76,-16,25.7199993134,0.82548860489,395,[1-0][15-0][17-0][21-0][26-0];76;853;929;,[1-0][2-0][15-0][17-0][26-0];74;687;761;,[1-0][4-0][15-0][17-0][21-0];72;585;657;
1,76,-12,22.3020000458,0.672324233096,409,[1-0][15-0][17-0][21-0][26-0];76;853;929;,[1-0][2-0][15-0][17-0][26-0];74;687;761;,[1-0][4-0][15-0][17-0][21-0];72;585;657;
1,76,-16,27.6240005493,0.652068645074,400,[1-0][15-0][17-0][21-0][26-0];76;853;929;,[1-0][2-0][15-0][17-0][26-0];74;687;761;,[1-0][4-0][15-0][17-0][21-0];72;585;657;
1,76,-20,30.341999054,0.815216165132,400,[1-0][15-0][17-0][21-0][26-0];76;853;929;,[1-0][2-0][15-0][17-0][26-0];74;687;761;,[1-0][4-0][15-0][17-0][21-0];72;585;657;
1,76,-9,25.6539993286,0.937666238703,407,[1-0][15-0][17-0][21-0][26-0];76;853;929;,[1-0][2-0][15-0][17-0][26-0];74;687;761;,[1-0][4-0][15-0][17-0][21-0];72;585;657;
1,76,-16,31.3379993439,0.7266551587,377,[1-0][15-0][17-0][21-0][26-0];76;853;929;,[1-0][2-0][15-0][17-0][26-0];74;687;761;,[1-0][4-0][15-0][17-0][21-0];72;585;657;
1,76,-20,33.3600006104,0.72301815405,369,[1-0][15-0][17-0][21-0][26-0];76;853;929;,[1-0][2-0][15-0][17-0][26-0];74;687;761;,[1-0][4-0][15-0][17-0][21-0];72;585;657;
1,76,-10,27.2719993591,0.664769892576,378,[1-0][15-0][17-0][21-0][26-0];76;853;929;,[1-0][2-0][15-0][17-0][26-0];74;687;761;,[1-0][4-0][15-0][17-0][21-0];72;585;657;
1,76,-17,33.7239990234,0.903173066827,353,[1-0][15-0][17-0][21-0][26-0];76;853;929;,[1-0][2-0][15-0][17-0][26-0];74;687;761;,[1-0][4-0][15-0][17-0][21-0];72;585;657;
1,76,-18,36.3380012512,0.613949785023,341,[1-0][15-0][17-0][21-0][26-0];76;853;929;,[1-0][2-0][15-0][17-0][26-0];74;687;761;,[1-0][4-0][15-0][17-0][21-0];72;585;657;
1,76,-24,27.6739997864,0.474554092433,364,[1-0][15-0][17-0][21-0][26-0];76;853;929;,[1-0][2-0][15-0][17-0][26-0];74;687;761;,[1-0][4-0][15-0][17-0][21-0];72;585;657;
1,76,-11,26.6979999542,0.693983884068,384,[1-0][15-0][17-0][21-0][26-0];76;853;929;,[1-0][2-0][15-0][17-0][26-0];74;687;761;,[1-0][4-0][15-0][17-0][21-0];72;585;657;
1,76,-14,36.108001709,0.957205946464,336,[1-0][15-0][17-0][21-0][26-0];76;853;929;,[1-0][2-0][15-0][17-0][26-0];74;687;761;,[1-0][4-0][15-0][17-0][21-0];72;585;657;
1,76,-12,29.2919998169,0.697401292538,342,[1-0][15-0][17-0][21-0][26-0];76;853;929;,[1-0][2-0][15-0][17-0][26-0];74;687;761;,[1-0][4-0][15-0][17-0][21-0];72;585;657;
1,76,-17,35.0460014343,1.02211491572,318,[1-0][15-0][17-0][21-0][26-0];76;853;929;,[1-0][2-0][15-0][17-0][26-0];74;687;761;,[1-0][4-0][15-0][17-0][21-0];72;585;657;
0,29,-13,0.574000000954,0.128784581559,484,[2-0][12-0][21-0][24-0][26-0];29;362;391;,[1-0][2-0][5-0][7-0][14-1];16;314;330;,[6-0][10-1][13-1][22-0][24-0];15;99;114;
0,33,-13,1.09000003338,0.194006018311,484,[1-0][2-0][5-0][7-0][19-1];33;229;262;,[1-0][2-0][5-0][7-0][22-1];32;374;406;,[2-0][12-0][21-0][24-0][26-0];29;362;391;
0,33,-16,1.16799998283,0.184428976179,488,[1-0][2-0][5-0][7-0][19-1];33;229;262;,[1-0][2-0][5-0][7-0][22-1];32;374;406;,[2-0][12-0][21-0][24-0][26-0];29;362;391;
0,33,-12,1.71399998665,0.236099269546,475,[1-0][2-0][5-0][7-0][19-1];33;229;262;,[1-0][2-0][5-0][7-0][22-1];32;374;406;,[2-0][12-0][21-0][24-0][26-0];29;362;391;
0,33,-11,3.53999996185,0.107524537774,480,[1-0][2-0][5-0][7-0][19-1];33;229;262;,[1-0][2-0][5-0][7-0][22-1];32;374;406;,[2-0][12-0][21-0][24-0][26-0];29;362;391;
0,37,-20,3.95399999619,0.191470367421,477,[7-0][11-0][12-0][15-0][21-0];37;288;325;,[1-0][2-0][5-0][7-0][19-1];33;229;262;,[1-0][3-0][4-0][12-0][24-0];32;325;357;
0,37,-17,4.12400007248,0.378379149644,477,[7-0][11-0][12-0][15-0][21-0];37;288;325;,[1-0][4-0][10-1][14-0][17-0];35;264;299;,[1-0][2-0][5-0][7-0][19-1];33;229;262;
0,51,-20,4.86999988556,0.398940240318,482,[1-0][10-1][14-0][17-0][26-0];51;373;424;,[1-0][10-1][14-1][17-0][26-0];42;334;376;,[1-0][2-0][6-0][8-2][18-1];40;127;167;
0,51,-22,5.19600009918,0.254622559848,476,[1-0][10-1][14-0][17-0][26-0];51;373;424;,[1-0][6-0][8-1][15-0][17-0];48;462;510;,[1-0][10-1][14-1][17-0][26-0];42;334;376;
0,51,-17,5.70800018311,0.234555548698,484,[1-0][10-1][14-0][17-0][26-0];51;373;424;,[1-0][6-0][8-1][15-0][17-0];48;462;510;,[1-0][17-0][18-1][21-0][24-0];44;406;450;
0,54,-22,6.8220000267,0.348077387992,473,[1-0][2-0][8-1][15-0][17-0];54;445;499;,[1-0][10-1][14-0][17-0][26-0];51;373;424;,[1-0][6-0][8-1][15-0][17-0];48;462;510;
0,61,-28,7.8140001297,0.400838401031,463,[1-0][2-0][17-0][21-0][26-0];61;738;799;,[1-0][2-0][8-1][15-0][17-0];54;445;499;,[1-0][10-1][14-0][17-0][26-0];51;373;424;
0,61,-25,9.47999954224,0.527825929526,467,[1-0][2-0][17-0][21-0][26-0];61;738;799;,[1-0][3-0][17-0][21-0][26-0];60;771;831;,[1-0][2-0][8-1][15-0][17-0];54;445;499;
0,67,-14,10.3800001144,0.611775100942,473,[1-0][2-0][7-0][15-0][17-0];67;588;655;,[1-0][2-0][17-0][21-0][26-0];61;738;799;,[1-0][3-0][17-0][21-0][26-0];60;771;831;
0,67,-21,12.9259996414,0.504741306202,460,[1-0][2-0][7-0][15-0][17-0];67;588;655;,[1-0][2-0][17-0][21-0][26-0];61;738;799;,[1-0][3-0][15-0][17-0][26-0];61;754;815;
0,69,-24,13.9379997253,0.561323962845,463,[1-0][6-0][10-1][17-0][21-0];69;391;460;,[1-0][2-0][6-0][15-0][17-0];69;499;568;,[1-0][4-0][17-0][21-0][26-0];67;688;755;
0,74,-23,14.6780004501,0.711543317122,467,[1-0][2-0][15-0][17-0][26-0];74;687;761;,[1-0][6-0][10-1][17-0][21-0];69;391;460;,[1-0][2-0][6-0][15-0][17-0];69;499;568;
0,74,-18,17.2059993744,0.584222289673,462,[1-0][2-0][15-0][17-0][26-0];74;687;761;,[1-0][6-0][10-1][17-0][21-0];69;391;460;,[1-0][2-0][6-0][15-0][17-0];69;499;568;
0,74,-27,19.0659999847,0.600389809639,446,[1-0][2-0][15-0][17-0][26-0];74;687;761;,[1-0][2-0][6-0][15-0][17-0];69;499;568;,[1-0][2-0][4-0][15-0][17-0];69;479;548;
0,74,-15,19.9459991455,0.260360530319,451,[1-0][2-0][15-0][17-0][26-0];74;687;761;,[1-0][12-0][15-0][17-0][21-0];71;580;651;,[1-0][2-0][4-0][15-0][17-0];69;479;548;
0,74,-21,18.8220005035,0.797460372826,450,[1-0][2-0][15-0][17-0][26-0];74;687;761;,[1-0][4-0][15-0][17-0][21-0];72;585;657;,[1-0][12-0][15-0][17-0][21-0];71;580;651;
1,74,-29,21.0359992981,0.843187036389,443,[1-0][2-0][15-0][17-0][26-0];74;687;761;,[1-0][4-0][15-0][17-0][21-0];72;585;657;,[1-0][12-0][15-0][17-0][21-0];71;580;651;
1,74,-10,21.2600002289,0.250527808478,444,[1-0][2-0][15-0][17-0][26-0];74;687;761;,[1-0][4-0][15-0][17-0][21-0];72;585;657;,[1-0][12-0][15-0][17-0][21-0];71;580;651;
1,74,-16,26.295999527,0.54059084507,408,[1-0][2-0][15-0][17-0][26-0];74;687;761;,[1-0][4-0][15-0][17-0][21-0];72;585;657;,[1-0][12-0][15-0][17-0][21-0];71;580;651;
1,74,-21,26.9720001221,0.695697495788,410,[1-0][2-0][15-0][17-0][26-0];74;687;761;,[1-0][4-0][15-0][17-0][21-0];72;585;657;,[1-0][12-0][15-0][17-0][21-0];71;580;651;
1,76,-16,29.5739994049,0.554314484464,400,[1-0][15-0][17-0][21-0][26-0];76;853;929;,[1-0][10-1][15-0][17-0][21-0];75;441;516;,[1-0][2-0][15-0][17-0][26-0];74;687;761;
1,76,-22,30.7460002899,0.797145731134,381,[1-0][15-0][17-0][21-0][26-0];76;853;929;,[1-0][10-1][15-0][17-0][21-0];75;441;516;,[1-0][2-0][15-0][17-0][26-0];74;687;761;
1,76,-23,29.9139995575,0.698912890436,385,[1-0][15-0][17-0][21-0][26-0];76;853;929;,[1-0][10-1][15-0][17-0][21-0];75;441;516;,[1-0][2-0][15-0][17-0][26-0];74;687;761;
1,80,-16,28.968000412,0.653426409266,396,[1-0][10-1][15-0][17-0][26-0];80;506;586;,[1-0][15-0][17-0][21-0][26-0];76;853;929;,[1-0][10-1][15-0][17-0][21-0];75;441;516;
1,83,-20,29.763999939,1.07510987851,403,[1-0][10-1][17-0][21-0][26-0];83;520;603;,[1-0][10-1][15-0][17-0][26-0];80;506;586;,[1-0][15-0][17-0][21-0][26-0];76;853;929;
1,83,-18,30.936000824,0.7437470303,387,[1-0][10-1][17-0][21-0][26-0];83;520;603;,[1-0][10-1][15-0][17-0][26-0];80;506;586;,[1-0][15-0][17-0][21-0][26-0];76;853;929;
1,83,-18,31.9300003052,0.90186007716,381,[1-0][10-1][17-0][21-0][26-0];83;520;603;,[1-0][10-1][15-0][17-0][26-0];80;506;586;,[1-0][15-0][17-0][21-0][26-0];76;853;929;
1,83,-16,26.3780002594,0.578268911982,400,[1-0][10-1][17-0][21-0][26-0];83;520;603;,[1-0][10-1][15-0][17-0][26-0];80;506;586;,[1-0][15-0][17-0][21-0][26-0];76;853;929;
1,83,-13,28.591999054,0.953807098119,383,[1-0][10-1][17-0][21-0][26-0];83;520;603;,[1-0][10-1][15-0][17-0][26-0];80;506;586;,[1-0][15-0][17-0][21-0][26-0];76;853;929;
1,83,-24,31.9419994354,0.697486075036,382,[1-0][10-1][17-0][21-0][26-0];83;520;603;,[1-0][10-1][15-0][17-0][26-0];80;506;586;,[1-0][15-0][17-0][21-0][26-0];76;853;929;
1,83,-10,26.4419994354,0.9842387046,396,[1-0][10-1][17-0][21-0][26-0];83;520;603;,[1-0][10-1][15-0][17-0][26-0];80;506;586;,[1-0][15-0][17-0][21-0][26-0];76;853;929;
1,83,-30,31.6060009003,0.793685237279,358,[1-0][10-1][17-0][21-0][26-0];83;520;603;,[1-0][10-1][15-0][17-0][26-0];80;506;586;,[1-0][15-0][17-0][21-0][26-0];76;853;929;
1,83,-25,29.3859996796,0.957992168782,386,[1-0][10-1][17-0][21-0][26-0];83;520;603;,[1-0][10-1][15-0][17-0][26-0];80;506;586;,[1-0][15-0][17-0][21-0][26-0];76;853;929;
1,83,-13,26.6459999084,1.13594301316,390,[1-0][10-1][17-0][21-0][26-0];83;520;603;,[1-0][10-1][15-0][17-0][26-0];80;506;586;,[1-0][15-0][17-0][21-0][26-0];76;853;929;
1,83,-16,30.6639995575,0.88249076635,364,[1-0][10-1][17-0][21-0][26-0];83;520;603;,[1-0][10-1][15-0][17-0][26-0];80;506;586;,[1-0][15-0][17-0][21-0][26-0];76;853;929;
0,23,-11,0.92199999094,0.13407875216,485,[2-0][13-1][17-0][22-1][25-1];23;167;190;,[4-0][7-0][12-0][17-0][19-1];22;182;204;,[3-0][4-0][8-2][9-0][20-1];21;97;118;
0,31,-20,1.98800003529,0.160862905246,473,[6-0][9-0][10-1][17-0][22-1];31;163;194;,[6-0][15-0][16-1][19-1][26-0];27;247;274;,[2-0][13-1][17-0][22-1][25-1];23;167;190;
0,31,-11,2.23200011253,0.188302983395,480,[6-0][9-0][10-1][17-0][22-1];31;163;194;,[6-0][15-0][16-1][19-1][26-0];27;247;274;,[9-0][12-0][17-0][19-1][26-0];26;209;235;
0,34,-12,2.8900001049,0.198050804104,482,[2-0][7-0][9-0][17-0][21-0];34;389;423;,[6-0][9-0][10-1][17-0][22-1];31;163;194;,[6-0][15-0][16-1][19-1][26-0];27;247;274;
0,35,-18,3.59200000763,0.221972145543,481,[6-0][7-0][9-0][17-0][21-0];35;415;450;,[2-0][7-0][9-0][17-0][21-0];34;389;423;,[6-0][9-0][10-1][17-0][22-1];31;163;194;
0,36,-14,4.07399988174,0.34265183529,479,[1-0][3-0][7-0][19-1][20-1];36;281;317;,[6-0][7-0][9-0][17-0][21-0];35;415;450;,[2-0][7-0][9-0][17-0][21-0];34;389;423;
0,43,-17,4.80800008774,0.361106746848,484,[1-0][7-0][10-1][17-0][19-0];43;415;458;,[1-0][3-0][7-0][19-1][20-1];36;281;317;,[1-0][6-0][8-2][15-0][25-1];35;130;165;
0,43,-17,4.59200000763,0.342290989373,480,[1-0][7-0][10-1][17-0][19-0];43;415;458;,[2-0][3-0][15-0][17-0][22-0];41;222;263;,[2-0][9-0][10-1][17-0][26-0];39;252;291;
0,45,-18,6.25400018692,0.350055281877,478,[2-0][8-1][15-0][17-0][26-0];45;385;430;,[1-0][7-0][10-1][17-0][19-0];43;415;458;,[2-0][3-0][15-0][17-0][22-0];41;222;263;
0,45,-27,7.007999897,0.332498954619,462,[2-0][8-1][15-0][17-0][26-0];45;385;430;,[1-0][7-0][10-1][17-0][19-0];43;415;458;,[2-0][3-0][15-0][17-0][22-0];41;222;263;
0,51,-30,6.70200014114,0.376165520098,473,[1-0][3-0][4-0][17-0][26-0];51;595;646;,[1-0][6-0][8-2][15-0][21-0];47;227;274;,[2-0][8-1][15-0][17-0][26-0];45;385;430;
0,55,-18,7.4279999733,0.34496675771,467,[2-0][7-0][15-0][17-0][21-0];55;461;516;,[1-0][3-0][4-0][17-0][26-0];51;595;646;,[1-0][6-0][8-2][15-0][21-0];47;227;274;
0,55,-15,10.468000412,0.498729169035,453,[2-0][7-0][15-0][17-0][21-0];55;461;516;,[1-0][3-0][4-0][17-0][26-0];51;595;646;,[1-0][6-0][7-0][10-1][21-0];49;426;475;
0,60,-23,12.5979995728,0.573344226997,456,[1-0][6-0][15-0][17-0][26-0];60;741;801;,[2-0][7-0][15-0][17-0][21-0];55;461;516;,[2-0][7-0][15-0][17-0][26-0];55;496;551;
