TimeElapsed, Max, Min, Mean, Std, Number of items., Selected: 1,Top
0,3,-2,0.787281870842,0.0380082820757,488,-1[1-2][10-2][17-2][21-2][26-2];1;0;0;,[4-2][7-1][12-0][19-2][25-0];3;2;0;,[2-2][4-0][14-0][15-2][16-0];3;2;0;,[2-2][4-0][12-0][15-2][16-0];3;2;0;
0,3,-4,0.802409172058,0.0368624014524,483,-1[1-2][10-2][17-2][21-2][26-2];1;0;0;,[2-2][4-0][14-0][15-2][16-0];3;2;0;,[4-2][7-1][12-0][19-2][25-0];3;2;0;,[2-2][4-0][12-0][15-2][16-0];3;2;0;
0,3,-2,0.964943945408,0.0299482290154,486,-1[1-2][10-2][17-2][21-2][26-2];1;0;0;,[2-2][4-0][14-0][15-2][16-0];3;2;0;,[4-2][7-1][12-0][19-2][25-0];3;2;0;,[2-2][4-0][12-0][15-2][16-0];3;2;0;
0,3,-2.33333331015,0.866411030293,0.04106684898,490,-1[1-2][10-2][17-2][21-2][26-2];1;0;0;,[8-2][12-0][15-0][25-2][26-2];3;2;0;,[2-2][4-0][14-0][15-2][16-0];3;2;0;,[4-2][7-1][12-0][19-2][25-0];3;2;0;
0,3,-4,0.83881175518,0.0393458609234,486,-1[1-2][10-2][17-2][21-2][26-2];1;0;0;,[4-2][5-1][10-2][16-2][23-0];3;2;0;,[2-0][7-1][8-0][21-2][25-2];3;2;0;,[4-2][7-1][12-0][19-2][25-0];3;2;0;
0,3,-2,0.967259705067,0.0258177627247,486,-1[1-2][10-2][17-2][21-2][26-2];1;0;0;,[4-2][5-1][10-2][16-2][23-0];3;2;0;,[2-2][4-0][14-0][15-2][16-0];3;2;0;,[4-0][17-1][20-2][21-2][25-1];3;2;0;
0,3,-2,0.917730331421,0.0328809900424,478,-1[1-2][10-2][17-2][21-2][26-2];1;0;0;,[4-0][17-1][20-2][21-2][25-1];3;2;0;,[2-2][4-0][12-0][15-2][16-0];3;2;0;,[2-0][7-1][8-0][21-2][25-2];3;2;0;
0,3,-2.99999991059,0.932434797287,0.033139688474,468,-1[1-2][10-2][17-2][21-2][26-2];1;0;0;,[1-1][5-1][15-2][20-1][22-2];3;2;0;,[6-1][9-0][10-2][16-1][19-2];3;2;0;,[4-2][7-1][12-0][19-2][25-0];3;2;0;
0,4,-2,0.964902281761,0.0366117912851,484,-1[1-2][10-2][17-2][21-2][26-2];1;0;0;,[4-0][17-1][18-1][20-2][21-2];4;3;0;,[2-0][7-1][8-0][21-2][25-2];3;2;0;,[2-2][3-0][12-0][15-2][16-0];3;2;0;
1,4,-2.99999991059,0.976723313332,0.0303066749018,483,-1[1-2][10-2][17-2][21-2][26-2];1;0;0;,[4-0][17-1][18-1][20-2][21-2];4;3;0;,[2-2][3-0][12-0][15-2][16-0];3;2;0;,[2-0][7-1][8-0][21-2][25-2];3;2;0;
1,4,-2,0.974764764309,0.0335457471955,482,-1[1-2][10-2][17-2][21-2][26-2];1;0;0;,[4-0][17-1][18-1][20-2][21-2];4;3;0;,[1-1][5-1][15-2][20-1][22-2];3;2;0;,[4-2][5-1][10-2][16-2][23-0];3;2;0;
1,4,-2,0.960001289845,0.037765845515,487,-1[1-2][10-2][17-2][21-2][26-2];1;0;0;,[4-0][17-1][18-1][20-2][21-2];4;3;0;,[1-2][3-0][10-0][16-1][23-1];4;3;0;,[2-2][3-0][12-0][15-2][16-0];3;2;0;
1,4,-2,0.942993223667,0.0346381673968,482,-1[1-2][10-2][17-2][21-2][26-2];1;0;0;,[1-2][3-0][10-0][16-1][23-1];4;3;0;,[4-0][17-1][18-1][20-2][21-2];4;3;0;,[1-2][5-0][16-0][19-1][20-0];3;2;0;
1,4,-2.49999996275,0.907069981098,0.0370558243352,484,-1[1-2][10-2][17-2][21-2][26-2];1;0;0;,[1-2][3-0][10-0][16-1][23-1];4;3;0;,[4-0][17-1][18-1][20-2][21-2];4;3;0;,[1-2][6-0][18-1][19-1][24-1];3;2;0;
1,4,-2,0.988858759403,0.0265176878141,491,-1[1-2][10-2][17-2][21-2][26-2];1;0;0;,[4-0][17-1][18-1][20-2][21-2];4;3;0;,[1-2][3-0][10-0][16-1][23-1];4;3;0;,[1-2][3-0][4-1][10-0][23-1];3;2;0;
1,4,-2,0.882151663303,0.0352033744935,482,-1[1-2][10-2][17-2][21-2][26-2];1;0;0;,[1-2][3-0][10-0][16-1][23-1];4;3;0;,[4-0][17-1][18-1][20-2][21-2];4;3;0;,[4-2][13-1][16-0][17-1][21-1];4;3;0;
1,4,-2.99999991059,0.925052165985,0.0431235487885,481,-1[1-2][10-2][17-2][21-2][26-2];1;0;0;,[4-2][13-1][16-0][17-1][21-1];4;3;0;,[4-0][17-1][18-1][20-2][21-2];4;3;0;,[1-2][3-0][10-0][16-1][23-1];4;3;0;
1,4,-2,0.97844517231,0.0276951553351,493,-1[1-2][10-2][17-2][21-2][26-2];1;0;0;,[4-2][13-1][16-0][17-1][21-1];4;3;0;,[1-2][3-0][10-0][16-1][23-1];4;3;0;,[4-0][17-1][18-1][20-2][21-2];4;3;0;
