[43-2][338-2][437-2][573-2];4,[38-2][76-2][280-2][493-2];3,[66-2][356-2][476-2][517-2];3,[215-2][360-2][398-2][433-2];3,[87-2][131-2][155-2][320-2];2,[247-2][435-2][475-2][572-2];2,[115-2][280-2][447-2][509-2];2,[2-2][31-2][69-2][577-2];2,[21-2][60-2][204-2][227-2];2,[26-2][162-2][427-2][458-2];2,[434-2][456-2][492-2][567-2];2,[185-2][483-2][498-2][572-2];2,[169-2][320-2][365-2][463-2];2,[54-2][204-2][289-2][357-2];2
[171-2][201-2][338-2][572-2];7,[171-2][260-2][338-2][572-2];6,[116-2][171-2][260-2][572-2];6,[204-2][425-2][489-2][545-2];5,[17-2][171-2][445-2][573-2];5,[153-2][215-2][425-2][445-2];5,[171-2][260-2][338-2][401-2];5,[61-2][277-2][347-2][400-2];5,[47-2][198-2][320-2][573-2];5,[29-2][215-2][271-2][446-2];5,[61-2][277-2][296-2][347-2];5,[47-2][198-2][320-2][572-2];4,[43-2][54-2][338-2][501-2];4,[31-2][101-2][280-2][458-2];4
[171-2][201-2][338-2][572-2];7,[171-2][260-2][338-2][572-2];6,[116-2][171-2][260-2][572-2];6,[171-2][260-2][338-2][401-2];5,[47-2][198-2][320-2][573-2];5,[153-2][215-2][425-2][445-2];5,[29-2][215-2][271-2][446-2];5,[61-2][277-2][347-2][400-2];5,[204-2][425-2][489-2][545-2];5,[17-2][171-2][445-2][573-2];5,[61-2][277-2][296-2][347-2];5,[76-2][201-2][280-2][458-2];4,[43-2][54-2][338-2][501-2];4,[43-2][338-2][437-2][509-2];4
[171-2][201-2][338-2][572-2];7,[171-2][260-2][338-2][572-2];6,[116-2][171-2][260-2][572-2];6,[61-2][277-2][347-2][400-2];5,[47-2][198-2][320-2][573-2];5,[29-2][215-2][271-2][446-2];5,[61-2][277-2][296-2][347-2];5,[204-2][425-2][489-2][545-2];5,[153-2][215-2][425-2][445-2];5,[171-2][260-2][338-2][401-2];5,[17-2][171-2][445-2][573-2];5,[201-2][240-2][382-2][446-2];4.5,[181-2][347-2][397-2][398-2];4,[30-2][204-2][338-2][425-2];4
[171-2][201-2][338-2][572-2];7,[116-2][171-2][260-2][572-2];6,[171-2][260-2][338-2][572-2];6,[47-2][198-2][320-2][573-2];5,[61-2][277-2][347-2][400-2];5,[29-2][215-2][271-2][446-2];5,[171-2][260-2][338-2][401-2];5,[61-2][277-2][296-2][347-2];5,[153-2][215-2][425-2][445-2];5,[204-2][425-2][489-2][545-2];5,[17-2][171-2][445-2][573-2];5,[201-2][240-2][382-2][446-2];4.5,[181-2][347-2][397-2][398-2];4,[191-2][277-2][348-2][458-2];4
[171-2][201-2][338-2][572-2];7,[171-2][260-2][338-2][572-2];6,[116-2][171-2][260-2][572-2];6,[29-2][215-2][271-2][446-2];5,[61-2][277-2][347-2][400-2];5,[47-2][198-2][320-2][573-2];5,[204-2][425-2][489-2][545-2];5,[17-2][171-2][445-2][573-2];5,[171-2][260-2][338-2][401-2];5,[153-2][215-2][425-2][445-2];5,[43-2][201-2][338-2][501-2];5,[61-2][277-2][296-2][347-2];5,[201-2][240-2][382-2][446-2];4.5,[76-2][277-2][347-2][501-2];4
[116-2][171-2][351-2][398-2];8,[171-2][201-2][338-2][572-2];7,[171-2][260-2][338-2][572-2];6,[116-2][171-2][260-2][572-2];6,[43-2][201-2][338-2][501-2];5,[153-2][171-2][424-2][445-2];5,[17-2][171-2][445-2][573-2];5,[61-2][277-2][296-2][347-2];5,[171-2][260-2][338-2][401-2];5,[29-2][215-2][271-2][446-2];5,[61-2][277-2][347-2][400-2];5,[153-2][215-2][425-2][445-2];5,[47-2][198-2][320-2][573-2];5,[204-2][425-2][489-2][545-2];5
[116-2][171-2][351-2][398-2];8,[201-2][240-2][382-2][400-2];7,[171-2][201-2][338-2][572-2];7,[116-2][171-2][260-2][572-2];6,[171-2][260-2][338-2][572-2];6,[153-2][171-2][424-2][445-2];5,[43-2][201-2][338-2][501-2];5,[171-2][260-2][338-2][401-2];5,[29-2][215-2][271-2][446-2];5,[17-2][171-2][445-2][573-2];5,[153-2][215-2][425-2][445-2];5,[171-2][338-2][445-2][573-2];5,[204-2][425-2][489-2][545-2];5,[47-2][198-2][320-2][573-2];5
[189-2][201-2][204-2][573-2];9,[116-2][171-2][351-2][398-2];8,[201-2][240-2][382-2][400-2];7,[171-2][201-2][338-2][572-2];7,[171-2][260-2][338-2][572-2];6,[116-2][171-2][260-2][572-2];6,[171-2][215-2][271-2][572-2];6,[153-2][215-2][425-2][445-2];5,[204-2][425-2][489-2][545-2];5,[17-2][171-2][445-2][573-2];5,[29-2][215-2][271-2][446-2];5,[61-2][277-2][296-2][347-2];5,[61-2][277-2][347-2][400-2];5,[43-2][201-2][338-2][501-2];5
[189-2][201-2][204-2][573-2];9,[116-2][171-2][351-2][398-2];8,[171-2][201-2][338-2][572-2];7,[201-2][240-2][382-2][400-2];7,[171-2][215-2][271-2][572-2];6,[116-2][171-2][260-2][572-2];6,[171-2][260-2][338-2][572-2];6,[171-2][260-2][338-2][401-2];5,[61-2][277-2][347-2][400-2];5,[61-2][277-2][296-2][347-2];5,[29-2][215-2][271-2][446-2];5,[204-2][425-2][489-2][545-2];5,[17-2][171-2][445-2][573-2];5,[153-2][215-2][425-2][445-2];5
[189-2][201-2][204-2][573-2];9,[116-2][171-2][351-2][398-2];8,[171-2][201-2][338-2][572-2];7,[201-2][240-2][382-2][400-2];7,[171-2][260-2][338-2][572-2];6,[116-2][171-2][260-2][572-2];6,[171-2][215-2][271-2][572-2];6,[76-2][277-2][296-2][573-2];5,[201-2][240-2][382-2][545-2];5,[43-2][201-2][338-2][501-2];5,[29-2][215-2][271-2][446-2];5,[17-2][171-2][445-2][573-2];5,[153-2][171-2][424-2][445-2];5,[61-2][277-2][347-2][400-2];5
[189-2][201-2][204-2][573-2];9,[116-2][171-2][351-2][398-2];8,[201-2][240-2][382-2][400-2];7,[171-2][201-2][338-2][572-2];7,[171-2][260-2][338-2][572-2];6,[116-2][171-2][260-2][572-2];6,[171-2][215-2][271-2][572-2];6,[204-2][425-2][489-2][545-2];5,[17-2][171-2][445-2][573-2];5,[171-2][260-2][338-2][401-2];5,[29-2][215-2][271-2][446-2];5,[153-2][215-2][425-2][445-2];5,[153-2][171-2][424-2][445-2];5,[43-2][201-2][338-2][501-2];5
[189-2][201-2][204-2][573-2];9,[116-2][171-2][351-2][398-2];8,[201-2][240-2][382-2][400-2];7,[171-2][201-2][338-2][572-2];7,[171-2][260-2][338-2][572-2];6,[17-2][29-2][335-2][382-2];6,[116-2][171-2][260-2][572-2];6,[171-2][215-2][271-2][572-2];6,[61-2][277-2][347-2][400-2];5,[171-2][260-2][338-2][401-2];5,[17-2][171-2][445-2][573-2];5,[29-2][215-2][271-2][446-2];5,[153-2][215-2][425-2][445-2];5,[153-2][171-2][424-2][445-2];5
[189-2][201-2][204-2][573-2];9,[116-2][171-2][351-2][398-2];8,[171-2][201-2][338-2][572-2];7,[201-2][240-2][382-2][400-2];7,[73-2][189-2][201-2][573-2];7,[17-2][29-2][335-2][382-2];6,[116-2][171-2][260-2][572-2];6,[171-2][215-2][271-2][572-2];6,[171-2][260-2][338-2][572-2];6,[43-2][171-2][296-2][572-2];5,[204-2][425-2][489-2][545-2];5,[61-2][277-2][296-2][347-2];5,[17-2][171-2][445-2][573-2];5,[201-2][240-2][382-2][545-2];5
[189-2][201-2][204-2][573-2];9,[116-2][171-2][351-2][398-2];8,[171-2][201-2][338-2][572-2];7,[201-2][240-2][382-2][400-2];7,[73-2][189-2][201-2][573-2];7,[116-2][171-2][260-2][572-2];6,[171-2][260-2][338-2][572-2];6,[17-2][29-2][335-2][382-2];6,[201-2][240-2][382-2][515-2];6,[171-2][215-2][271-2][572-2];6,[201-2][277-2][382-2][400-2];6,[17-2][171-2][445-2][573-2];5,[171-2][260-2][297-2][445-2];5,[61-2][277-2][347-2][573-2];5
[189-2][201-2][204-2][573-2];9,[116-2][171-2][351-2][398-2];8,[171-2][201-2][338-2][572-2];7,[201-2][240-2][382-2][400-2];7,[73-2][189-2][201-2][573-2];7,[17-2][29-2][335-2][382-2];6,[171-2][260-2][338-2][572-2];6,[171-2][215-2][271-2][572-2];6,[201-2][240-2][382-2][515-2];6,[116-2][171-2][260-2][572-2];6,[201-2][277-2][382-2][400-2];6,[114-2][338-2][446-2][514-2];6,[43-2][201-2][338-2][501-2];5,[116-2][277-2][347-2][573-2];5
[189-2][201-2][204-2][573-2];9,[153-2][171-2][201-2][573-2];8.5,[116-2][171-2][351-2][398-2];8,[73-2][189-2][201-2][573-2];7,[201-2][240-2][382-2][400-2];7,[171-2][201-2][338-2][572-2];7,[17-2][29-2][335-2][382-2];6,[171-2][260-2][338-2][572-2];6,[171-2][215-2][271-2][572-2];6,[201-2][240-2][382-2][515-2];6,[116-2][171-2][260-2][572-2];6,[201-2][277-2][382-2][400-2];6,[114-2][338-2][446-2][514-2];6,[43-2][201-2][338-2][501-2];5
[171-2][201-2][204-2][573-2];10,[189-2][201-2][204-2][573-2];9,[153-2][171-2][201-2][573-2];8.5,[116-2][171-2][351-2][398-2];8,[201-2][240-2][382-2][400-2];7,[171-2][201-2][338-2][572-2];7,[73-2][189-2][201-2][573-2];7,[201-2][277-2][382-2][400-2];6,[171-2][260-2][338-2][572-2];6,[114-2][338-2][446-2][514-2];6,[17-2][29-2][335-2][382-2];6,[201-2][272-2][424-2][573-2];6,[171-2][215-2][271-2][572-2];6,[171-2][201-2][338-2][525-2];6
[171-2][201-2][204-2][573-2];10,[189-2][201-2][204-2][573-2];9,[153-2][171-2][201-2][573-2];8.5,[116-2][171-2][351-2][398-2];8,[201-2][240-2][382-2][400-2];7,[73-2][189-2][201-2][573-2];7,[171-2][201-2][338-2][572-2];7,[171-2][260-2][338-2][572-2];6,[116-2][171-2][260-2][572-2];6,[201-2][277-2][382-2][400-2];6,[114-2][338-2][446-2][514-2];6,[17-2][29-2][335-2][382-2];6,[201-2][272-2][424-2][573-2];6,[171-2][215-2][271-2][572-2];6
[171-2][201-2][204-2][573-2];10,[189-2][201-2][204-2][573-2];9,[153-2][171-2][201-2][573-2];8.5,[116-2][171-2][351-2][398-2];8,[171-2][201-2][338-2][572-2];7,[73-2][189-2][201-2][573-2];7,[201-2][240-2][382-2][400-2];7,[116-2][171-2][260-2][572-2];6,[171-2][260-2][338-2][572-2];6,[171-2][215-2][271-2][572-2];6,[114-2][338-2][446-2][514-2];6,[17-2][29-2][335-2][382-2];6,[201-2][272-2][424-2][573-2];6,[171-2][201-2][338-2][525-2];6
[171-2][201-2][204-2][573-2];10,[189-2][201-2][204-2][573-2];9,[153-2][171-2][201-2][573-2];8.5,[114-2][171-2][260-2][572-2];8,[116-2][171-2][351-2][398-2];8,[171-2][201-2][338-2][572-2];7,[73-2][189-2][201-2][573-2];7,[201-2][240-2][382-2][400-2];7,[171-2][201-2][338-2][525-2];6,[171-2][215-2][271-2][572-2];6,[116-2][171-2][260-2][572-2];6,[114-2][338-2][446-2][514-2];6,[17-2][29-2][335-2][382-2];6,[171-2][260-2][338-2][572-2];6
[171-2][201-2][204-2][573-2];10,[189-2][201-2][204-2][573-2];9,[153-2][171-2][201-2][573-2];8.5,[114-2][171-2][260-2][572-2];8,[116-2][171-2][351-2][398-2];8,[171-2][201-2][338-2][572-2];7,[73-2][189-2][201-2][573-2];7,[201-2][240-2][382-2][400-2];7,[17-2][29-2][335-2][382-2];6,[171-2][260-2][338-2][572-2];6,[171-2][215-2][271-2][572-2];6,[201-2][272-2][424-2][573-2];6,[116-2][171-2][260-2][572-2];6,[189-2][201-2][397-2][573-2];6
[171-2][201-2][204-2][573-2];10,[189-2][201-2][204-2][573-2];9,[153-2][171-2][201-2][573-2];8.5,[116-2][171-2][351-2][398-2];8,[114-2][171-2][260-2][572-2];8,[171-2][201-2][338-2][572-2];7,[201-2][240-2][382-2][400-2];7,[73-2][189-2][201-2][573-2];7,[189-2][201-2][397-2][573-2];6,[116-2][171-2][260-2][572-2];6,[17-2][29-2][335-2][382-2];6,[171-2][215-2][271-2][572-2];6,[114-2][338-2][446-2][514-2];6,[171-2][260-2][338-2][572-2];6
[171-2][201-2][204-2][573-2];10,[189-2][201-2][204-2][573-2];9,[153-2][171-2][201-2][573-2];8.5,[114-2][171-2][260-2][572-2];8,[116-2][171-2][351-2][398-2];8,[201-2][240-2][382-2][400-2];7,[171-2][201-2][338-2][572-2];7,[73-2][189-2][201-2][573-2];7,[114-2][338-2][446-2][514-2];6,[116-2][171-2][260-2][572-2];6,[201-2][272-2][424-2][573-2];6,[189-2][201-2][397-2][573-2];6,[171-2][201-2][338-2][525-2];6,[171-2][260-2][338-2][572-2];6
[171-2][201-2][204-2][573-2];10,[189-2][201-2][204-2][573-2];9,[153-2][171-2][201-2][573-2];8.5,[116-2][171-2][351-2][398-2];8,[114-2][171-2][260-2][572-2];8,[114-2][171-2][424-2][485-2];8,[171-2][201-2][338-2][572-2];7,[73-2][189-2][201-2][573-2];7,[201-2][240-2][382-2][400-2];7,[17-2][29-2][335-2][382-2];6,[116-2][171-2][260-2][572-2];6,[114-2][338-2][446-2][514-2];6,[171-2][201-2][338-2][525-2];6,[201-2][272-2][424-2][573-2];6
[171-2][201-2][204-2][573-2];10,[189-2][201-2][204-2][573-2];9,[153-2][171-2][201-2][573-2];8.5,[114-2][171-2][260-2][572-2];8,[116-2][171-2][351-2][398-2];8,[114-2][171-2][424-2][485-2];8,[201-2][240-2][382-2][400-2];7,[171-2][201-2][338-2][572-2];7,[73-2][189-2][201-2][573-2];7,[201-2][272-2][424-2][573-2];6,[171-2][201-2][338-2][525-2];6,[114-2][338-2][446-2][514-2];6,[116-2][171-2][260-2][572-2];6,[17-2][29-2][335-2][382-2];6
[171-2][201-2][204-2][573-2];10,[189-2][201-2][204-2][573-2];9,[153-2][171-2][201-2][573-2];8.5,[114-2][171-2][424-2][485-2];8,[114-2][171-2][260-2][572-2];8,[38-2][171-2][338-2][572-2];8,[116-2][171-2][351-2][398-2];8,[171-2][201-2][338-2][572-2];7,[73-2][189-2][201-2][573-2];7,[201-2][240-2][382-2][400-2];7,[171-2][260-2][338-2][572-2];6,[171-2][201-2][338-2][525-2];6,[114-2][338-2][446-2][514-2];6,[201-2][272-2][424-2][573-2];6
[171-2][201-2][204-2][573-2];10,[189-2][201-2][204-2][573-2];9,[153-2][171-2][201-2][573-2];8.5,[114-2][171-2][260-2][572-2];8,[114-2][171-2][424-2][485-2];8,[38-2][171-2][338-2][572-2];8,[116-2][171-2][351-2][398-2];8,[171-2][201-2][338-2][572-2];7,[73-2][189-2][201-2][573-2];7,[201-2][240-2][382-2][400-2];7,[189-2][201-2][397-2][573-2];6,[116-2][171-2][260-2][572-2];6,[171-2][260-2][338-2][572-2];6,[114-2][338-2][446-2][514-2];6
[171-2][201-2][204-2][573-2];10,[189-2][201-2][204-2][573-2];9,[153-2][171-2][201-2][573-2];8.5,[114-2][171-2][260-2][572-2];8,[114-2][171-2][424-2][485-2];8,[38-2][171-2][338-2][572-2];8,[116-2][171-2][351-2][398-2];8,[201-2][240-2][382-2][400-2];7,[73-2][189-2][201-2][573-2];7,[171-2][201-2][338-2][572-2];7,[114-2][338-2][446-2][514-2];6,[171-2][201-2][338-2][525-2];6,[171-2][209-2][338-2][525-2];6,[154-2][189-2][201-2][204-2];6
[171-2][201-2][204-2][573-2];10,[189-2][201-2][204-2][573-2];9,[153-2][171-2][201-2][573-2];8.5,[116-2][171-2][351-2][398-2];8,[38-2][171-2][338-2][572-2];8,[114-2][171-2][424-2][485-2];8,[114-2][171-2][260-2][572-2];8,[171-2][201-2][338-2][572-2];7,[201-2][240-2][382-2][400-2];7,[73-2][189-2][201-2][573-2];7,[154-2][189-2][201-2][204-2];6,[114-2][338-2][446-2][514-2];6,[116-2][171-2][260-2][572-2];6,[171-2][209-2][338-2][525-2];6
