[43-2][338-2][437-2][573-2];4,[38-2][76-2][280-2][493-2];3,[66-2][356-2][476-2][517-2];3,[215-2][360-2][398-2][433-2];3,[87-2][131-2][155-2][320-2];2,[247-2][435-2][475-2][572-2];2,[115-2][280-2][447-2][509-2];2,[2-2][31-2][69-2][577-2];2,[21-2][60-2][204-2][227-2];2,[26-2][162-2][427-2][458-2];2,[434-2][456-2][492-2][567-2];2,[185-2][483-2][498-2][572-2];2,[169-2][320-2][365-2][463-2];2,[54-2][204-2][289-2][357-2];2
[81-2][215-2][229-2][504-2];10,[56-2][166-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[81-2][166-2][215-2][504-2];7,[56-2][166-2][215-2][551-2];7,[56-2][149-2][215-2][504-2];7,[81-2][149-2][215-2][551-2];7,[81-2][162-2][215-2][504-2];7,[81-2][215-2][362-2][504-2];7,[94-2][260-2][476-2][551-2];6,[81-2][149-2][215-2][504-2];6,[32-2][185-2][392-2][504-2];6,[106-2][362-2][423-2][551-2];6,[120-2][166-2][215-2][504-2];6
[81-2][215-2][229-2][504-2];10,[56-2][166-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[81-2][166-2][215-2][504-2];7,[56-2][166-2][215-2][551-2];7,[56-2][149-2][215-2][504-2];7,[81-2][149-2][215-2][551-2];7,[81-2][215-2][362-2][504-2];7,[81-2][162-2][215-2][504-2];7,[81-2][149-2][215-2][504-2];6,[94-2][260-2][476-2][551-2];6,[32-2][185-2][392-2][504-2];6,[56-2][166-2][215-2][476-2];6,[120-2][166-2][215-2][504-2];6
[81-2][215-2][229-2][504-2];10,[56-2][166-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[56-2][149-2][215-2][504-2];7,[81-2][166-2][215-2][504-2];7,[56-2][166-2][215-2][551-2];7,[81-2][215-2][362-2][504-2];7,[81-2][149-2][215-2][551-2];7,[81-2][162-2][215-2][504-2];7,[120-2][166-2][215-2][504-2];6,[29-2][166-2][185-2][551-2];6,[94-2][260-2][476-2][551-2];6,[81-2][149-2][215-2][504-2];6,[32-2][185-2][392-2][504-2];6
[81-2][215-2][229-2][504-2];10,[56-2][166-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[81-2][166-2][215-2][504-2];7,[56-2][166-2][215-2][551-2];7,[56-2][149-2][215-2][504-2];7,[81-2][215-2][362-2][504-2];7,[81-2][149-2][215-2][551-2];7,[81-2][162-2][215-2][504-2];7,[120-2][166-2][215-2][504-2];6,[29-2][166-2][185-2][551-2];6,[94-2][260-2][476-2][551-2];6,[81-2][149-2][215-2][504-2];6,[32-2][185-2][392-2][504-2];6
[81-2][215-2][229-2][504-2];10,[56-2][166-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[56-2][149-2][215-2][504-2];7,[81-2][166-2][215-2][504-2];7,[56-2][166-2][215-2][551-2];7,[81-2][149-2][215-2][551-2];7,[81-2][215-2][362-2][504-2];7,[17-2][81-2][215-2][504-2];7,[81-2][162-2][215-2][504-2];7,[56-2][73-2][215-2][476-2];7,[81-2][149-2][215-2][504-2];6,[56-2][166-2][215-2][476-2];6,[94-2][260-2][476-2][551-2];6
[81-2][215-2][229-2][504-2];10,[56-2][166-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[81-2][184-2][215-2][504-2];8,[81-2][166-2][215-2][504-2];7,[56-2][149-2][215-2][504-2];7,[56-2][166-2][215-2][551-2];7,[81-2][149-2][215-2][551-2];7,[81-2][215-2][362-2][504-2];7,[17-2][81-2][215-2][504-2];7,[81-2][162-2][215-2][504-2];7,[56-2][73-2][215-2][476-2];7,[81-2][149-2][215-2][504-2];6,[56-2][166-2][215-2][476-2];6
[81-2][215-2][229-2][504-2];10,[56-2][166-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[81-2][184-2][215-2][504-2];8,[81-2][166-2][215-2][504-2];7,[81-2][162-2][215-2][504-2];7,[56-2][166-2][215-2][551-2];7,[56-2][149-2][215-2][504-2];7,[81-2][149-2][215-2][551-2];7,[81-2][215-2][362-2][504-2];7,[17-2][81-2][215-2][504-2];7,[56-2][73-2][215-2][476-2];7,[29-2][166-2][185-2][551-2];6,[81-2][149-2][215-2][504-2];6
[81-2][215-2][229-2][504-2];10,[56-2][166-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[81-2][184-2][215-2][504-2];8,[81-2][166-2][215-2][504-2];7,[81-2][162-2][215-2][504-2];7,[56-2][149-2][215-2][504-2];7,[56-2][166-2][215-2][551-2];7,[81-2][149-2][215-2][551-2];7,[81-2][215-2][362-2][504-2];7,[56-2][73-2][215-2][476-2];7,[17-2][81-2][215-2][504-2];7,[81-2][149-2][215-2][504-2];6,[32-2][185-2][392-2][504-2];6
[81-2][215-2][229-2][504-2];10,[56-2][166-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[81-2][184-2][215-2][504-2];8,[81-2][166-2][215-2][504-2];7,[81-2][162-2][215-2][504-2];7,[81-2][149-2][215-2][551-2];7,[56-2][149-2][215-2][504-2];7,[56-2][166-2][215-2][551-2];7,[81-2][215-2][362-2][504-2];7,[56-2][73-2][215-2][476-2];7,[17-2][81-2][215-2][504-2];7,[32-2][185-2][392-2][504-2];6,[81-2][149-2][215-2][504-2];6
[81-2][215-2][229-2][504-2];10,[21-2][149-2][215-2][504-2];10,[29-2][166-2][185-2][439-2];9,[56-2][166-2][215-2][504-2];9,[81-2][184-2][215-2][504-2];8,[81-2][166-2][215-2][504-2];7,[56-2][166-2][215-2][551-2];7,[56-2][149-2][215-2][504-2];7,[81-2][149-2][215-2][551-2];7,[17-2][81-2][215-2][504-2];7,[81-2][162-2][215-2][504-2];7,[56-2][73-2][215-2][476-2];7,[81-2][215-2][362-2][504-2];7,[81-2][149-2][215-2][504-2];6
[21-2][149-2][215-2][504-2];10,[81-2][215-2][229-2][504-2];10,[56-2][166-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[81-2][184-2][215-2][504-2];8,[81-2][162-2][215-2][504-2];7,[17-2][81-2][215-2][504-2];7,[56-2][166-2][215-2][551-2];7,[81-2][166-2][215-2][504-2];7,[56-2][149-2][215-2][504-2];7,[149-2][215-2][504-2][545-2];7,[81-2][149-2][215-2][551-2];7,[56-2][73-2][215-2][476-2];7,[81-2][215-2][362-2][504-2];7
[21-2][149-2][215-2][504-2];10,[81-2][215-2][229-2][504-2];10,[56-2][166-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[81-2][184-2][215-2][504-2];8,[81-2][166-2][215-2][504-2];7,[56-2][149-2][215-2][504-2];7,[81-2][162-2][215-2][504-2];7,[56-2][73-2][215-2][476-2];7,[17-2][81-2][215-2][504-2];7,[56-2][166-2][215-2][551-2];7,[81-2][215-2][362-2][504-2];7,[81-2][149-2][215-2][551-2];7,[149-2][215-2][504-2][545-2];7
[81-2][215-2][504-2][533-2];11,[21-2][149-2][215-2][504-2];10,[81-2][215-2][229-2][504-2];10,[56-2][166-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[81-2][184-2][215-2][504-2];8,[56-2][166-2][215-2][551-2];7,[81-2][162-2][215-2][504-2];7,[81-2][166-2][215-2][504-2];7,[81-2][149-2][215-2][551-2];7,[17-2][81-2][215-2][504-2];7,[56-2][149-2][215-2][504-2];7,[149-2][215-2][504-2][545-2];7,[56-2][73-2][215-2][476-2];7
[81-2][215-2][504-2][533-2];11,[21-2][149-2][215-2][504-2];10,[81-2][215-2][229-2][504-2];10,[56-2][166-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[81-2][184-2][215-2][504-2];8,[81-2][166-2][215-2][504-2];7,[56-2][166-2][215-2][551-2];7,[81-2][162-2][215-2][504-2];7,[56-2][73-2][215-2][476-2];7,[56-2][149-2][215-2][504-2];7,[149-2][215-2][504-2][545-2];7,[17-2][81-2][215-2][504-2];7,[81-2][149-2][215-2][551-2];7
[81-2][215-2][504-2][533-2];11,[81-2][215-2][229-2][504-2];10,[21-2][149-2][215-2][504-2];10,[56-2][166-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[81-2][184-2][215-2][504-2];8,[56-2][149-2][215-2][504-2];7,[81-2][162-2][215-2][504-2];7,[17-2][81-2][215-2][504-2];7,[81-2][166-2][215-2][504-2];7,[56-2][166-2][215-2][551-2];7,[81-2][215-2][362-2][504-2];7,[149-2][215-2][504-2][545-2];7,[81-2][149-2][215-2][551-2];7
[81-2][215-2][504-2][533-2];11,[21-2][149-2][215-2][504-2];10,[81-2][215-2][229-2][504-2];10,[56-2][166-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[81-2][184-2][215-2][504-2];8,[81-2][166-2][215-2][504-2];7,[81-2][162-2][215-2][504-2];7,[56-2][166-2][215-2][551-2];7,[56-2][149-2][215-2][504-2];7,[149-2][215-2][504-2][545-2];7,[81-2][149-2][215-2][551-2];7,[81-2][215-2][362-2][504-2];7,[17-2][81-2][215-2][504-2];7
[81-2][215-2][504-2][533-2];11,[21-2][149-2][215-2][504-2];10,[81-2][215-2][229-2][504-2];10,[56-2][166-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[81-2][184-2][215-2][504-2];8,[56-2][215-2][447-2][504-2];8,[81-2][215-2][362-2][504-2];7,[56-2][149-2][215-2][504-2];7,[81-2][166-2][215-2][504-2];7,[81-2][149-2][215-2][551-2];7,[56-2][166-2][215-2][551-2];7,[149-2][215-2][504-2][545-2];7,[81-2][162-2][215-2][504-2];7
[81-2][215-2][504-2][533-2];11,[21-2][149-2][215-2][504-2];10,[81-2][215-2][229-2][504-2];10,[56-2][166-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[81-2][184-2][215-2][504-2];8,[56-2][215-2][447-2][504-2];8,[81-2][166-2][215-2][504-2];7,[56-2][166-2][215-2][551-2];7,[56-2][149-2][215-2][504-2];7,[17-2][81-2][215-2][504-2];7,[81-2][215-2][362-2][504-2];7,[81-2][149-2][215-2][551-2];7,[149-2][215-2][504-2][545-2];7
[81-2][215-2][504-2][533-2];11,[81-2][215-2][229-2][504-2];10,[21-2][149-2][215-2][504-2];10,[56-2][166-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[56-2][215-2][447-2][504-2];8,[81-2][184-2][215-2][504-2];8,[81-2][166-2][215-2][504-2];7,[56-2][149-2][215-2][504-2];7,[56-2][166-2][215-2][551-2];7,[81-2][215-2][362-2][504-2];7,[17-2][81-2][215-2][504-2];7,[149-2][215-2][504-2][545-2];7,[81-2][149-2][215-2][551-2];7
[81-2][215-2][504-2][533-2];11,[81-2][215-2][229-2][504-2];10,[21-2][149-2][215-2][504-2];10,[56-2][166-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[56-2][215-2][447-2][504-2];8,[81-2][184-2][215-2][504-2];8,[81-2][166-2][215-2][504-2];7,[56-2][149-2][215-2][504-2];7,[17-2][81-2][215-2][504-2];7,[81-2][215-2][362-2][504-2];7,[56-2][166-2][215-2][551-2];7,[149-2][215-2][504-2][545-2];7,[81-2][149-2][215-2][551-2];7
[81-2][215-2][504-2][533-2];11,[81-2][215-2][229-2][504-2];10,[21-2][149-2][215-2][504-2];10,[56-2][166-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[56-2][215-2][447-2][504-2];8,[81-2][184-2][215-2][504-2];8,[81-2][215-2][362-2][504-2];7,[81-2][166-2][215-2][504-2];7,[149-2][215-2][504-2][545-2];7,[56-2][149-2][215-2][504-2];7,[17-2][81-2][215-2][504-2];7,[56-2][166-2][215-2][551-2];7,[81-2][149-2][215-2][551-2];7
[81-2][215-2][504-2][533-2];11,[21-2][149-2][215-2][504-2];10,[81-2][215-2][229-2][504-2];10,[56-2][166-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[81-2][184-2][215-2][504-2];8,[56-2][215-2][447-2][504-2];8,[56-2][149-2][215-2][504-2];7,[81-2][166-2][215-2][504-2];7,[81-2][215-2][362-2][504-2];7,[56-2][166-2][215-2][551-2];7,[81-2][162-2][215-2][504-2];7,[17-2][81-2][215-2][504-2];7,[81-2][149-2][215-2][551-2];7
[81-2][215-2][504-2][533-2];11,[21-2][149-2][215-2][504-2];10,[81-2][215-2][229-2][504-2];10,[56-2][166-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[56-2][215-2][447-2][504-2];8,[81-2][184-2][215-2][504-2];8,[81-2][215-2][362-2][504-2];7,[81-2][166-2][215-2][504-2];7,[56-2][149-2][215-2][504-2];7,[81-2][162-2][215-2][504-2];7,[56-2][166-2][215-2][551-2];7,[81-2][149-2][215-2][551-2];7,[17-2][81-2][215-2][504-2];7
[81-2][215-2][504-2][533-2];11,[21-2][149-2][215-2][504-2];10,[81-2][215-2][229-2][504-2];10,[56-2][166-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[81-2][184-2][215-2][504-2];8,[56-2][215-2][447-2][504-2];8,[56-2][149-2][215-2][504-2];7,[81-2][166-2][215-2][504-2];7,[81-2][215-2][362-2][504-2];7,[81-2][162-2][215-2][504-2];7,[56-2][166-2][215-2][551-2];7,[81-2][149-2][215-2][551-2];7,[17-2][81-2][215-2][504-2];7
[81-2][215-2][504-2][533-2];11,[21-2][149-2][215-2][504-2];10,[81-2][215-2][229-2][504-2];10,[56-2][166-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[81-2][138-2][215-2][504-2];9,[56-2][215-2][447-2][504-2];8,[81-2][184-2][215-2][504-2];8,[81-2][166-2][215-2][504-2];7,[56-2][166-2][215-2][551-2];7,[81-2][215-2][362-2][504-2];7,[56-2][149-2][215-2][504-2];7,[17-2][81-2][215-2][504-2];7,[81-2][149-2][215-2][551-2];7
[81-2][215-2][504-2][533-2];11,[81-2][215-2][229-2][504-2];10,[21-2][149-2][215-2][504-2];10,[56-2][166-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[81-2][138-2][215-2][504-2];9,[81-2][184-2][215-2][504-2];8,[56-2][215-2][447-2][504-2];8,[56-2][149-2][215-2][504-2];7,[17-2][81-2][215-2][504-2];7,[56-2][166-2][215-2][551-2];7,[81-2][149-2][215-2][551-2];7,[81-2][166-2][215-2][504-2];7,[81-2][215-2][362-2][504-2];7
[81-2][215-2][504-2][533-2];11,[21-2][149-2][215-2][504-2];10,[81-2][215-2][229-2][504-2];10,[56-2][166-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[81-2][138-2][215-2][504-2];9,[56-2][215-2][447-2][504-2];8,[81-2][184-2][215-2][504-2];8,[81-2][166-2][215-2][504-2];7,[56-2][166-2][215-2][551-2];7,[56-2][149-2][215-2][504-2];7,[17-2][81-2][215-2][504-2];7,[81-2][215-2][362-2][504-2];7,[81-2][149-2][215-2][551-2];7
[81-2][215-2][504-2][533-2];11,[21-2][149-2][215-2][504-2];10,[81-2][215-2][229-2][504-2];10,[56-2][166-2][215-2][504-2];9,[81-2][138-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[81-2][184-2][215-2][504-2];8,[56-2][215-2][447-2][504-2];8,[81-2][166-2][215-2][504-2];7,[56-2][149-2][215-2][504-2];7,[81-2][149-2][215-2][551-2];7,[56-2][166-2][215-2][551-2];7,[17-2][81-2][215-2][504-2];7,[81-2][215-2][362-2][504-2];7
[81-2][215-2][504-2][533-2];11,[81-2][215-2][229-2][504-2];10,[21-2][149-2][215-2][504-2];10,[56-2][166-2][215-2][504-2];9,[81-2][138-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[56-2][215-2][447-2][504-2];8,[81-2][184-2][215-2][504-2];8,[81-2][166-2][215-2][504-2];7,[56-2][166-2][215-2][551-2];7,[56-2][149-2][215-2][504-2];7,[81-2][215-2][362-2][504-2];7,[17-2][81-2][215-2][504-2];7,[81-2][149-2][215-2][551-2];7
[81-2][215-2][504-2][533-2];11,[81-2][215-2][229-2][504-2];10,[21-2][149-2][215-2][504-2];10,[56-2][166-2][215-2][504-2];9,[81-2][138-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[56-2][215-2][447-2][504-2];8,[81-2][184-2][215-2][504-2];8,[56-2][149-2][215-2][504-2];7,[81-2][166-2][215-2][504-2];7,[56-2][166-2][215-2][551-2];7,[81-2][149-2][215-2][551-2];7,[81-2][215-2][362-2][504-2];7,[17-2][81-2][215-2][504-2];7
[81-2][215-2][504-2][533-2];11,[81-2][215-2][229-2][504-2];10,[21-2][149-2][215-2][504-2];10,[56-2][166-2][215-2][504-2];9,[81-2][138-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[81-2][184-2][215-2][504-2];8,[56-2][215-2][447-2][504-2];8,[56-2][166-2][215-2][551-2];7,[81-2][149-2][215-2][551-2];7,[56-2][149-2][215-2][504-2];7,[81-2][166-2][215-2][504-2];7,[81-2][215-2][362-2][504-2];7,[17-2][81-2][215-2][504-2];7
[81-2][215-2][504-2][533-2];11,[81-2][215-2][229-2][504-2];10,[21-2][149-2][215-2][504-2];10,[56-2][166-2][215-2][504-2];9,[81-2][138-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[56-2][215-2][447-2][504-2];8,[81-2][184-2][215-2][504-2];8,[56-2][149-2][215-2][504-2];7,[81-2][166-2][215-2][504-2];7,[81-2][149-2][215-2][551-2];7,[56-2][166-2][215-2][551-2];7,[81-2][215-2][362-2][504-2];7,[17-2][81-2][215-2][504-2];7
[81-2][215-2][504-2][533-2];11,[21-2][149-2][215-2][504-2];10,[81-2][215-2][229-2][504-2];10,[56-2][166-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[81-2][138-2][215-2][504-2];9,[56-2][215-2][447-2][504-2];8,[81-2][184-2][215-2][504-2];8,[35-2][56-2][166-2][215-2];8,[56-2][149-2][215-2][504-2];7,[56-2][166-2][215-2][551-2];7,[81-2][215-2][362-2][504-2];7,[81-2][166-2][215-2][504-2];7,[17-2][81-2][215-2][504-2];7
[81-2][215-2][504-2][533-2];11,[21-2][149-2][215-2][504-2];10,[81-2][215-2][229-2][504-2];10,[56-2][166-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[81-2][138-2][215-2][504-2];9,[81-2][184-2][215-2][504-2];8,[56-2][215-2][447-2][504-2];8,[35-2][56-2][166-2][215-2];8,[81-2][166-2][215-2][504-2];7,[56-2][149-2][215-2][504-2];7,[81-2][215-2][362-2][504-2];7,[56-2][166-2][215-2][551-2];7,[17-2][81-2][215-2][504-2];7
[81-2][215-2][504-2][533-2];11,[21-2][149-2][215-2][504-2];10,[81-2][215-2][229-2][504-2];10,[56-2][166-2][215-2][504-2];9,[81-2][138-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[81-2][184-2][215-2][504-2];8,[56-2][215-2][447-2][504-2];8,[35-2][56-2][166-2][215-2];8,[81-2][215-2][362-2][504-2];7,[81-2][166-2][215-2][504-2];7,[56-2][149-2][215-2][504-2];7,[17-2][81-2][215-2][504-2];7,[56-2][166-2][215-2][551-2];7
[81-2][215-2][504-2][533-2];11,[21-2][149-2][215-2][504-2];10,[81-2][215-2][229-2][504-2];10,[56-2][166-2][215-2][504-2];9,[81-2][138-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[56-2][215-2][447-2][504-2];8,[35-2][56-2][166-2][215-2];8,[81-2][184-2][215-2][504-2];8,[81-2][166-2][215-2][504-2];7,[81-2][215-2][362-2][504-2];7,[56-2][149-2][215-2][504-2];7,[56-2][166-2][215-2][551-2];7,[17-2][81-2][215-2][504-2];7
[81-2][215-2][504-2][533-2];11,[21-2][149-2][215-2][504-2];10,[81-2][215-2][229-2][504-2];10,[56-2][166-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[81-2][138-2][215-2][504-2];9,[81-2][184-2][215-2][504-2];8,[35-2][56-2][166-2][215-2];8,[56-2][215-2][447-2][504-2];8,[81-2][166-2][215-2][504-2];7,[56-2][166-2][215-2][551-2];7,[56-2][149-2][215-2][504-2];7,[17-2][81-2][215-2][504-2];7,[81-2][215-2][362-2][504-2];7
[81-2][215-2][504-2][533-2];11,[21-2][149-2][215-2][504-2];10,[81-2][215-2][229-2][504-2];10,[56-2][166-2][215-2][504-2];9,[81-2][138-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[81-2][184-2][215-2][504-2];8,[56-2][215-2][447-2][504-2];8,[81-2][159-2][215-2][504-2];8,[35-2][56-2][166-2][215-2];8,[81-2][215-2][362-2][504-2];7,[56-2][166-2][215-2][551-2];7,[81-2][166-2][215-2][504-2];7,[56-2][149-2][215-2][504-2];7
[81-2][215-2][504-2][533-2];11,[21-2][149-2][215-2][504-2];10,[81-2][215-2][229-2][504-2];10,[56-2][166-2][215-2][504-2];9,[81-2][138-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[81-2][184-2][215-2][504-2];8,[56-2][215-2][447-2][504-2];8,[81-2][159-2][215-2][504-2];8,[35-2][56-2][166-2][215-2];8,[81-2][166-2][215-2][504-2];7,[56-2][166-2][215-2][551-2];7,[56-2][149-2][215-2][504-2];7,[81-2][215-2][362-2][504-2];7
[81-2][215-2][504-2][533-2];11,[21-2][149-2][215-2][504-2];10,[81-2][215-2][229-2][504-2];10,[56-2][166-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[81-2][138-2][215-2][504-2];9,[81-2][184-2][215-2][504-2];8,[81-2][159-2][215-2][504-2];8,[56-2][215-2][447-2][504-2];8,[35-2][56-2][166-2][215-2];8,[81-2][166-2][215-2][504-2];7,[81-2][215-2][362-2][504-2];7,[56-2][149-2][215-2][504-2];7,[56-2][166-2][215-2][551-2];7
[81-2][215-2][504-2][533-2];11,[21-2][149-2][215-2][504-2];10,[81-2][215-2][229-2][504-2];10,[56-2][166-2][215-2][504-2];9,[81-2][138-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[56-2][215-2][447-2][504-2];8,[81-2][184-2][215-2][504-2];8,[35-2][56-2][166-2][215-2];8,[81-2][159-2][215-2][504-2];8,[81-2][166-2][215-2][504-2];7,[56-2][149-2][215-2][504-2];7,[81-2][215-2][362-2][504-2];7,[56-2][166-2][215-2][551-2];7
[81-2][215-2][504-2][533-2];11,[21-2][149-2][215-2][504-2];10,[81-2][215-2][229-2][504-2];10,[56-2][166-2][215-2][504-2];9,[81-2][138-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[81-2][184-2][215-2][504-2];8,[56-2][215-2][447-2][504-2];8,[81-2][159-2][215-2][504-2];8,[35-2][56-2][166-2][215-2];8,[56-2][149-2][215-2][504-2];7,[81-2][166-2][215-2][504-2];7,[56-2][166-2][215-2][551-2];7,[81-2][215-2][362-2][504-2];7
[81-2][215-2][504-2][533-2];11,[81-2][215-2][229-2][504-2];10,[21-2][149-2][215-2][504-2];10,[56-2][166-2][215-2][504-2];9,[81-2][138-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[81-2][184-2][215-2][504-2];8,[81-2][159-2][215-2][504-2];8,[56-2][215-2][447-2][504-2];8,[35-2][56-2][166-2][215-2];8,[56-2][149-2][215-2][504-2];7,[81-2][166-2][215-2][504-2];7,[81-2][215-2][362-2][504-2];7,[56-2][166-2][215-2][551-2];7
[81-2][215-2][504-2][533-2];11,[21-2][149-2][215-2][504-2];10,[81-2][215-2][229-2][504-2];10,[56-2][166-2][215-2][504-2];9,[81-2][138-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[35-2][56-2][166-2][215-2];8,[81-2][184-2][215-2][504-2];8,[56-2][215-2][447-2][504-2];8,[81-2][159-2][215-2][504-2];8,[81-2][215-2][362-2][504-2];7,[56-2][166-2][215-2][551-2];7,[81-2][166-2][215-2][504-2];7,[56-2][149-2][215-2][504-2];7
[81-2][215-2][504-2][533-2];11,[21-2][149-2][215-2][504-2];10,[81-2][215-2][229-2][504-2];10,[56-2][166-2][215-2][504-2];9,[81-2][138-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[35-2][56-2][166-2][215-2];8,[81-2][184-2][215-2][504-2];8,[56-2][215-2][447-2][504-2];8,[81-2][159-2][215-2][504-2];8,[56-2][149-2][215-2][504-2];7,[81-2][166-2][215-2][504-2];7,[81-2][215-2][362-2][504-2];7,[56-2][166-2][215-2][551-2];7
[81-2][215-2][504-2][533-2];11,[81-2][215-2][229-2][504-2];10,[21-2][149-2][215-2][504-2];10,[56-2][166-2][215-2][504-2];9,[81-2][138-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[56-2][215-2][447-2][504-2];8,[81-2][184-2][215-2][504-2];8,[81-2][159-2][215-2][504-2];8,[35-2][56-2][166-2][215-2];8,[56-2][149-2][215-2][504-2];7,[81-2][166-2][215-2][504-2];7,[56-2][166-2][215-2][551-2];7,[81-2][215-2][362-2][504-2];7
[81-2][215-2][504-2][533-2];11,[21-2][149-2][215-2][504-2];10,[81-2][215-2][229-2][504-2];10,[56-2][166-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[81-2][138-2][215-2][504-2];9,[56-2][215-2][447-2][504-2];8,[81-2][159-2][215-2][504-2];8,[81-2][184-2][215-2][504-2];8,[35-2][56-2][166-2][215-2];8,[56-2][149-2][215-2][504-2];7,[81-2][166-2][215-2][504-2];7,[56-2][166-2][215-2][551-2];7,[81-2][215-2][362-2][504-2];7
[81-2][215-2][504-2][533-2];11,[21-2][149-2][215-2][504-2];10,[81-2][215-2][229-2][504-2];10,[56-2][166-2][215-2][504-2];9,[81-2][138-2][215-2][504-2];9,[29-2][166-2][185-2][439-2];9,[81-2][184-2][215-2][504-2];8,[56-2][215-2][447-2][504-2];8,[81-2][159-2][215-2][504-2];8,[35-2][56-2][166-2][215-2];8,[81-2][166-2][215-2][504-2];7,[56-2][149-2][215-2][504-2];7,[56-2][166-2][215-2][551-2];7,[81-2][215-2][362-2][504-2];7
[92-2][422-2][509-2][568-2];2.5,[28-2][165-2][196-2][495-2];2,[190-2][280-2][325-2][435-2];2,[25-2][116-2][320-2][324-2];2,[185-2][254-2][356-2][552-2];2,[54-2][102-2][189-2][282-2];2,[35-2][137-2][239-2][495-2];2,[20-2][25-2][439-2][530-2];2,[13-2][32-2][389-2][514-2];2,[25-2][73-2][265-2][573-2];2,[154-2][457-2][467-2][578-2];2,[286-2][306-2][325-2][329-2];2,[355-2][492-2][546-2][551-2];2,[54-2][447-2][448-2][469-2];1.5
[92-2][422-2][509-2][568-2];2.5,[28-2][165-2][196-2][495-2];2,[54-2][102-2][189-2][282-2];2,[25-2][116-2][320-2][324-2];2,[20-2][25-2][439-2][530-2];2,[355-2][492-2][546-2][551-2];2,[25-2][35-2][296-2][494-2];2,[355-2][390-2][492-2][546-2];2,[30-2][40-2][270-2][387-2];2,[286-2][306-2][325-2][329-2];2,[154-2][457-2][467-2][578-2];2,[25-2][73-2][265-2][573-2];2,[13-2][32-2][389-2][514-2];2,[35-2][137-2][239-2][495-2];2
[118-2][190-2][402-2][435-2];3,[25-2][116-2][264-2][320-2];3,[92-2][422-2][509-2][568-2];2.5,[20-2][25-2][439-2][530-2];2,[61-2][266-2][412-2][485-2];2,[30-2][40-2][270-2][387-2];2,[185-2][254-2][356-2][552-2];2,[25-2][116-2][320-2][324-2];2,[190-2][280-2][325-2][435-2];2,[54-2][102-2][189-2][282-2];2,[28-2][165-2][196-2][495-2];2,[20-2][141-2][228-2][270-2];2,[355-2][492-2][546-2][551-2];2,[355-2][390-2][492-2][546-2];2
