TimeElapsed, Max, Min, Mean, Std, Number of items., Selected: 30,Top
11,17,-6.99999968708,0.551444113255,0.0245078038453,4647,-1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][600-2][4103-2][17336-2];17;16;0;,[6185-2][8391-2][8818-2][19294-2];11;10;0;,[3419-2][4103-2][4529-2][13182-2];9;8;0;
22,17,-6.99999968708,0.752657592297,0.0265812014242,4590,-1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][600-2][4103-2][17336-2];17;16;0;,[310-2][600-2][4103-2][16198-2];17;16;0;,[4103-2][5128-2][14458-2][18001-2];13;12;0;
41,17,-8,1.28485238552,0.0255913435729,4654,-1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][600-2][4103-2][17336-2];17;16;0;,[310-2][600-2][4103-2][16198-2];17;16;0;,[2248-2][3345-2][4103-2][17021-2];14;13;0;
52,20,-6.99999968708,1.16110825539,0.0315463589803,4552,-1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[1453-2][2248-2][4103-2][17021-2];20;19;0;,[2715-2][3345-2][4103-2][17021-2];18;17;0;,[310-2][600-2][4103-2][17336-2];17;16;0;
64,21,-7.49999960884,1.28084945679,0.0340356792686,4543,-1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[4103-2][16928-2][19426-2][20924-2];21;20;0;,[1453-2][2248-2][4103-2][17021-2];20;19;0;,[2715-2][3345-2][4103-2][17021-2];18;17;0;
75,25,-8,1.51201832294,0.0398156679624,4468,-1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[2248-2][4103-2][6842-2][17021-2];25;24;0;,[310-2][600-2][4103-2][15148-2];23;22;0;,[4103-2][10189-2][10838-2][20161-2];22;21;0;
86,74,-9.99999985099,1.85306274891,0.049774096616,4505,-1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][4103-2][10838-2][20924-2];74;73;0;,[310-2][4103-2][16775-2][20924-2];41;40;0;,[310-2][600-2][4103-2][20924-2];27;26;0;
97,74,-6.99999968708,2.3299677372,0.0647742738323,4480,-1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][4103-2][10838-2][20924-2];74;73;0;,[310-2][4103-2][16775-2][20924-2];41;40;0;,[310-2][600-2][4103-2][17021-2];40;39;0;
108,89,-4.99999992549,3.57498478889,0.10253057536,4428,0[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[310-2][4103-2][10838-2][20924-2];74;73;0;,[310-2][4103-2][6146-2][17021-2];45;44;0;
119,89,-5.49999983609,7.51847362518,0.19149737302,4183,0[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;,[310-2][4103-2][10838-2][20924-2];74;73;0;
130,94,-5.49999983609,16.2247428894,0.301743001251,3657,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
141,94,-4,29.9273471832,0.383644329416,2731,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
152,94,-4,43.0594825745,0.404387721647,1947,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
170,94,-6.49999975786,35.9522209167,0.51854672661,2749,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
182,94,-6.99999968708,55.6537322998,0.411956068194,1467,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
193,94,-2.24999998324,57.2842178345,0.383751459295,1325,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
212,94,-4.99999992549,37.3662796021,0.535330634989,2749,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
223,94,-4.99999992549,57.9573516846,0.410404861812,1405,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
235,94,-4.99999992549,59.7039260864,0.377732570202,1265,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
254,94,-8.99999993294,38.1332893372,0.546969461797,2749,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
265,94,-4.99999992549,56.6838493347,0.444045024652,1573,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
276,94,-4.99999992549,60.9335174561,0.393833256282,1283,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
295,94,-10.9999996722,39.1637763977,0.562856227581,2749,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
306,94,-4,56.0107116699,0.465771611468,1687,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
318,94,-2,61.5858421326,0.411154147716,1315,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
337,94,-8,40.35131073,0.580485438905,2749,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
348,94,-8,60.6213989258,0.461392983108,1514,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
360,94,-2,62.7373504639,0.427529178534,1333,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
379,94,-8,41.5838546753,0.596713594738,2749,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
390,94,-8,62.0853881836,0.477079727987,1477,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
402,94,-2.12499999208,64.378578186,0.440286365236,1298,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
420,94,-5.99999982119,42.6470298767,0.611415464993,2749,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
432,94,-4,66.2886962891,0.469951257146,1303,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
443,94,-4,67.4709625244,0.440202440669,1165,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
462,94,-6.99999968708,42.663898468,0.611196304775,2749,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
473,94,-5.99999982119,64.9953689575,0.479730224049,1365,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
485,94,-1.66666660044,67.8939743042,0.4380663104,1148,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
504,94,-12.9999995157,42.6572341919,0.611287711583,2749,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
515,94,-5.99999982119,59.4083061218,0.516930301613,1679,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
526,94,-5.99999982119,66.1572494507,0.447003459584,1193,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
545,94,-5.99999982119,42.6508407593,0.611384937608,2749,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
557,94,-5.99999982119,66.3219223022,0.46955858121,1307,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
568,94,-5.99999982119,67.4561309814,0.43856354273,1162,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
587,94,-6.99999968708,42.6361122131,0.611594324637,2749,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
598,94,-4.99999992549,64.468421936,0.483939859972,1393,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
610,94,-4.99999992549,68.1293563843,0.435980465295,1131,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
629,94,-5.99999982119,42.6285247803,0.61168745405,2749,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
640,94,-4,66.4464492798,0.469727719505,1300,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
652,94,-1.66666660044,67.3980560303,0.437731213099,1176,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
671,94,-11.9999996424,42.6308021545,0.611652821958,2749,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
682,94,-4,61.610168457,0.50612471409,1588,1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][10838-2][17021-2][20924-2];94;93;0;,[310-2][4103-2][10838-2][17021-2];89;88;0;,[4103-2][10838-2][17021-2][20924-2];80;79;0;
11,9,-6.99999968708,0.574444532394,0.0238938331973,4639,-1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[72-2][9350-2][16343-2][20161-2];9;8;0;,[310-2][850-2][13138-2][20924-2];8.5;16;1;,[279-2][3829-2][11342-2][17122-2];8;7;0;
22,23,-6.99999968708,0.742272138596,0.0263953060907,4576,-1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][4103-2][6146-2][13138-2];23;22;0;,[310-2][3307-2][9446-2][12084-2];10;9;0;,[1718-2][14004-2][16343-2][18365-2];10;9;0;
34,23,-6.99999968708,0.9629368186,0.0290296927272,4484,-1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][4103-2][6146-2][13138-2];23;22;0;,[310-2][4103-2][13138-2][14458-2];16;15;0;,[2248-2][4103-2][13182-2][20924-2];16;15;0;
45,42,-5.99999982119,1.19434261322,0.0350815684752,4497,-1[310-2][4103-2][10838-2][17021-2][20924-2];30;29;0;,[310-2][4103-2][13138-2][20924-2];42;41;0;,[310-2][4103-2][6146-2][13138-2];23;22;0;,[310-2][4103-2][13138-2][16928-2];18;17;0;
