
==========
Order:3	232
23	1
39	4
55	1
64	1
68	1
70	1
73	1
80	3
86	3
87	1
92	2
98	4
118	4
122	4
125	1
127	1
145	2
156	2
159	1
164	1
173	4
175	1
195	1
204	1
222	1
248	2
250	1
252	1
277	1
298	1
301	1
307	2
321	1
325	1
333	1
365	1
367	2
374	1
375	1
380	1
384	1
399	1
400	1
438	3
444	5
452	1
465	2
470	1
495	1
511	1
512	1
515	1
516	1
520	1
531	3
534	1
539	2
542	3
544	5
551	2
553	1
557	1
559	1
563	1
576	1
578	1
585	3
588	1
607	1
611	2
628	6
629	1
632	2
642	1
643	2
664	1
693	1
702	3
719	1
740	1
750	2
756	1
769	2
777	2
786	1
790	1
811	1
818	5
825	2
826	1
828	1
834	2
850	3
852	1
853	1
854	1
855	1
856	1
861	1
865	1
866	1
876	1
881	1
885	1
892	1
897	1
904	3
910	4
918	1
924	14
926	1
927	1
932	1
956	2
961	1
967	1
969	2
971	1
982	1
987	1
1000	1
1003	1
1005	3
1010	4
1019	1
1038	4
1044	6
1047	1
1053	3
1058	1
1061	1
1069	1
1077	3
1085	6
1090	1
1093	1
1098	1
1107	1
1112	21
1118	1
1121	1
1123	1
1127	2
1130	1
1137	1
1138	1
1139	1
1143	2
1145	2
1163	1
1168	1
1173	2
1175	1
1180	1
1183	2
1207	1
1210	4
1216	2
1224	1
1258	1
1261	1
1268	2
1269	2
1282	2
1293	1
1296	1
1303	2
1322	1
1336	1
1338	1
1345	2
1349	1
1364	2
1368	4
1379	5
1385	2
1400	1
1401	1
1404	1
1438	1
1467	5
1479	1
1483	3
1488	2
1495	5
1506	2
1515	1
1517	2
1519	1
1532	1
1537	1
1563	1
1589	2
1604	1
1611	1
1622	2
1650	1
1661	6
1664	1
1665	1
1668	1
1686	1
1696	1
1705	4
1722	1
1727	3
1729	2
1732	1
1737	1
1745	1
1759	1
1764	1
1777	1
1789	1
1796	1
1801	1
1823	1
1842	2
1847	1
1848	1
1860	3
1861	1
1871	1
1926	1
1927	1
1938	2
1939	1
1942	8
1944	1
1952	1
1960	1
1961	2
