TimeElapsed, Max, Min, Mean, Std, Number of items., Selected,level 1,level 2,level 3,level 4,level 5,level 6,-1
2,4,-1,0.0913999974728,0.004530916905,4736,-1[1:2:0],[1;-28-64][2;-18-103]
2,4,0,0.104199998081,0.00516415259263,4832,-1[1:2:0],[1;-30-65][2;-17-113]
2,8,-6,0.41400000453,0.0151116114296,4222,-1[1:2:0],[1;-32-65][2;-19-113]
2,15,-9,0.306400001049,0.0175026800234,4795,-1[1:2:0],[1;-40-65][2;-21-113]
3,15,0,0.462199985981,0.0169809962016,4886,-1[1:2:0],[1;-46-65][2;-21-114]
3,22,-11,1.48020005226,0.0384229305493,4376,-1[1:2:0],[1;-51-65][2;-30-114]
3,26,-11,1.08800005913,0.0404837152445,4830,-1[1:2:0],[1;-56-65][2;-35-114]
4,26,-1,1.42820000648,0.0382780479126,4857,-1[1:2:0],[1;-57-65][2;-39-114]
4,33,-22,2.08999991417,0.0585161516165,4718,-1[1:2:0],[1;-58-65][2;-42-114]
1,1,-1,-0.00079999997979,0.00048976729168,4782,-1[1:2:0],[1;-24-25][2;-14-32]
1,1,0,0.00159999995958,0.000565232695445,4876,-1[1:2:0],[1;-17-63][2;-24-57]
1,6,-3,0.218799993396,0.00795646353602,3046,-1[1:2:0],[1;-23-63][2;-22-64]
2,6,-1,0.183400005102,0.00645235522891,4383,-1[1:2:0],[1;-25-63][2;-20-73]
2,6,0,0.17499999702,0.00736987109792,4720,-1[1:2:0],[1;-29-63][2;-22-77]
2,15,-11,0.599399983883,0.019787468964,4112,-1[1:2:0],[1;-36-63][2;-24-77]
3,15,0,0.555999994278,0.0173600921657,4778,-1[1:2:0],[1;-44-63][2;-32-77]
3,23,-11,1.38960003853,0.0380720680815,4476,-1[1:2:0],[1;-50-63][2;-37-77]
4,26,-12,1.17460000515,0.041512684423,4803,-1[1:2:0],[1;-52-63][2;-42-77]
4,34,-16,1.17719995975,0.0466857583424,4851,-1[1:2:0],[1;-57-63][2;-45-77]
4,34,-1,1.53139996529,0.044822793398,4863,-1[1:2:0],[1;-58-63][2;-48-77]
5,36,-13,2.64019989967,0.0700861526409,4714,-1[1:2:0],[1;-58-63][2;-48-77]
5,36,0,2.71560001373,0.0667657346848,4812,-1[1:2:0],[1;-58-63][2;-48-77]
5,56,-19,5.47580003738,0.102608590635,4546,-1[1:2:0],[1;-59-63][2;-48-77]
6,56,-1,4.99779987335,0.0974385910818,4820,-1[1:2:0],[1;-59-63][2;-49-77]
6,56,-1,7.32359981537,0.120083040468,4619,-1[1:2:0],[1;-60-63][2;-49-77]
7,56,0,8.90999984741,0.136197400857,4605,-1[1:2:0],[1;-60-63][2;-50-77]
7,67,-21,10.8456001282,0.165306842351,4511,-1[1:2:0],[1;-60-63][2;-50-77]
8,67,0,9.7952003479,0.158171082667,4676,-1[1:2:0],[1;-60-63][2;-50-77]
8,67,-1,13.6599998474,0.175681530048,4360,-1[1:2:0],[1;-60-63][2;-51-77]
9,67,-1,14.934800148,0.185690790811,4337,-1[1:2:0],[1;-60-63][2;-51-77]
9,67,0,16.2003993988,0.193177555549,4236,-1[1:2:0],[1;-60-63][2;-51-77]
1,1,-1,0.0010000000475,0.000528961246218,4878,-1[1:2:0],[1;-23-26][2;-11-34]
1,1,-1,0.00179999996908,0.000662836329722,4881,-1[1:2:0],[1;-25-55][2;-11-65]
1,1,-1,0.00340000004508,0.000870452755754,4889,-1[1:2:0],[1;-25-76][2;-8-102]
2,1,0,0.00600000005215,0.00109215383532,4883,-1[1:2:0],[1;-25-100][2;-7-135]
2,4,-5,0.228000000119,0.00771512799635,3544,-1[1:2:0],[1;-25-100][2;-9-151]
2,5,-6,0.118799999356,0.00717058658688,4485,-1[1:2:0],[1;-25-100][2;-11-162]
3,8,-6,0.097199998796,0.00815539281703,4783,-1[1:2:0],[1;-25-100][2;-11-170]
3,12,-4,0.107400000095,0.00943891137791,4842,-1[1:2:0],[1;-27-100][2;-11-174]
4,12,-1,0.205599993467,0.0104816853607,4897,-1[1:2:0],[1;-31-100][2;-12-174]
4,20,-8,0.337399989367,0.0185642734304,4805,-1[1:2:0],[1;-33-100][2;-14-174]
0,1,-1,-0.00179999996908,0.00072066080787,4811,-1[1:2:0],[1;-2-41][2;-0-49]
0,1,-1,0.001200000057,0.000632227807044,4878,-1[1:2:0],[1;-7-67][2;-0-89]
0,2,-1,0.000199999994948,0.001183212576,4808,-1[1:2:0],[1;-11-99][2;-0-117]
1,2,-1,0.00559999980032,0.00119738381482,4884,-1[1:2:0],[1;-12-123][2;-1-149]
1,3,-3,0.00999999977648,0.00209284495365,4836,-1[1:2:0],[1;-15-147][2;-2-179]
1,3,0,0.0179999992251,0.00213897171557,4881,-1[1:2:0],[1;-19-160][2;-2-202]
2,29,-5,0.349799990654,0.0155810138309,3919,-1[1:2:0],[1;-20-160][2;-6-203]
2,29,-1,0.381399989128,0.0158917213668,4717,-1[1:2:0],[1;-20-160][2;-8-203]
2,29,0,0.612399995327,0.0228038431849,4769,-1[1:2:0],[1;-20-160][2;-8-203]
3,41,-18,2.15300011635,0.0569097373039,4378,-1[1:2:0],[1;-24-160][2;-8-203]
3,41,-1,2.13960003853,0.054966374885,4823,-1[1:2:0],[1;-29-160][2;-13-203]
3,44,-16,3.64179992676,0.0890647997359,4636,-1[1:2:0],[1;-32-160][2;-15-203]
4,44,0,3.71740007401,0.0870263606501,4783,-1[1:2:0],[1;-34-160][2;-18-203]
4,47,-17,7.43819999695,0.129235119654,4416,-1[1:2:0],[1;-36-160][2;-20-203]
5,55,-19,6.41599988937,0.137339975244,4698,-1[1:2:0],[1;-36-160][2;-21-203]
5,55,-1,6.91839981079,0.134888206631,4726,-1[1:2:0],[1;-37-160][2;-22-203]
6,56,-15,10.9681997299,0.175050386323,4441,-1[1:2:0],[1;-37-160][2;-22-203]
6,58,-18,11.1037998199,0.18698846251,4478,-1[1:2:0],[1;-37-160][2;-23-203]
6,58,-1,11.8984003067,0.183025901205,4449,-1[1:2:0],[1;-37-160][2;-24-203]
0,1,-1,0.000399999989895,0.000489865287605,4864,-1[1:2:0],[1;-13-32][2;-14-31]
0,1,0,0.00159999995958,0.000565232695445,4898,-1[1:2:0],[1;-6-73][2;-12-66]
1,3,-3,0.241600006819,0.00653038191839,2557,-1[1:2:0],[1;-19-73][2;-16-87]
1,3,-1,0.124799996614,0.00475867544596,4066,-1[1:2:0],[1;-20-73][2;-16-102]
1,4,-3,0.0935999974608,0.00500477851658,4454,-1[1:2:0],[1;-23-73][2;-13-120]
1,9,-3,0.0649999976158,0.00520720654478,4709,-1[1:2:0],[1;-25-73][2;-15-129]
2,9,-1,0.0868000015616,0.00475112113085,4842,-1[1:2:0],[1;-27-73][2;-15-143]
2,9,-1,0.0992000028491,0.00527938178199,4844,-1[1:2:0],[1;-27-73][2;-15-149]
0,1,-1,0.00079999997979,0.00048976729168,4854,-1[1:2:0],[1;-2-39][2;-7-35]
1,1,-1,0.00159999995958,0.000632050630883,4874,-1[1:2:0],[1;-3-73][2;-16-62]
1,1,-1,0.00219999998808,0.000871224425737,4895,-1[1:2:0],[1;-8-102][2;-22-87]
1,2,-3,0.001200000057,0.00154910038409,4834,-1[1:2:0],[1;-16-122][2;-12-126]
2,2,-1,0.00700000021607,0.00133798355745,4886,-1[1:2:0],[1;-23-143][2;-17-149]
2,7,-2,0.0105999996886,0.00253328403461,4845,-1[1:2:0],[1;-23-166][2;-15-181]
2,7,-1,0.0196000002325,0.00262357923456,4889,-1[1:2:0],[1;-22-182][2;-16-199]
2,10,-6,0.0304000005126,0.00566878893592,4860,-1[1:2:0],[1;-23-190][2;-16-216]
3,10,-1,0.055799998343,0.00534951137956,4897,-1[1:2:0],[1;-23-190][2;-16-226]
3,14,-4,0.081200003624,0.00889726429865,4835,-1[1:2:0],[1;-23-190][2;-18-233]
3,16,-7,0.0949999988079,0.0110161245454,4821,-1[1:2:0],[1;-23-190][2;-18-237]
4,16,-1,0.149800002575,0.0108899950413,4872,-1[1:2:0],[1;-23-190][2;-18-239]
4,17,-10,0.263599991798,0.0200465210947,4815,-1[1:2:0],[1;-25-190][2;-18-239]
