TimeElapsed, Max, Min, Mean, Std, Number of items., Selected,level 1,level 2,level 3,level 4,level 5,level 6,-1
1,1,-2,-0.00159999995958,0.000894140928489,4801,-1[1:2:0],[1;-14-32][2;-15-31]
1,1,-1,0.00159999995958,0.000632050630883,4893,-1[1:2:0],[1;-24-54][2;-16-62]
1,2,-1,0.00200000009499,0.00119966662036,4830,-1[1:2:0],[1;-24-78][2;-18-91]
2,2,-1,0.00600000005215,0.00116309930788,4896,-1[1:2:0],[1;-24-104][2;-19-115]
2,4,-2,0.00419999985024,0.00221731188605,4838,-1[1:2:0],[1;-24-122][2;-15-149]
2,4,-1,0.0153999999166,0.00213367476434,4901,-1[1:2:0],[1;-24-141][2;-15-177]
3,8,-5,0.0184000004083,0.00377522025848,4858,-1[1:2:0],[1;-24-161][2;-15-198]
3,12,-2,0.0348000004888,0.00531392435023,4866,-1[1:2:0],[1;-24-161][2;-14-220]
0,1,0,0.00079999997979,0.000399839967987,4877,-1[1:2:0],[1;-23-28][2;-6-37]
1,1,-1,0.172600001097,0.00535180791883,2729,-1[1:2:0],[1;-24-30][2;-10-71]
1,2,-2,0.0961999967694,0.0048774083282,3772,-1[1:2:0],[1;-27-31][2;-7-109]
2,3,-2,0.0582000017166,0.0045434075318,4428,-1[1:2:0],[1;-27-31][2;-8-133]
2,3,0,0.0773999989033,0.00400522758405,4739,-1[1:2:0],[1;-31-31][2;-7-154]
2,8,-4,0.323799997568,0.0105768951966,3964,-1[1:2:0],[1;-40-31][2;-7-165]
2,12,-3,0.203999996185,0.0121949497744,4666,-1[1:2:0],[1;-50-31][2;-8-167]
0,1,0,0.00139999995008,0.000528779727297,4863,-1[1:2:0],[1;-23-26][2;-0-42]
0,2,-2,0.239999994636,0.00659696900099,2594,-1[1:2:0],[1;-26-26][2;-9-61]
1,3,-4,0.135399997234,0.00591044566848,3936,-1[1:2:0],[1;-32-26][2;-9-78]
1,6,-3,0.0917999967933,0.0058270534578,4531,-1[1:2:0],[1;-36-27][2;-9-97]
1,7,-5,0.0817999988794,0.00679865810289,4748,-1[1:2:0],[1;-38-28][2;-10-108]
1,13,-8,0.0802000015974,0.00846838780406,4831,-1[1:2:0],[1;-49-28][2;-13-115]
2,14,-6,0.115199998021,0.0103684999879,4854,-1[1:2:0],[1;-55-28][2;-15-116]
0,1,-1,-0.00179999996908,0.000662836329722,4794,-1[1:2:0],[1;-11-34][2;-20-31]
0,1,0,0.0010000000475,0.000446989932773,4882,-1[1:2:0],[1;-13-64][2;-19-61]
1,4,-2,0.201399996877,0.00703189931669,2647,-1[1:2:0],[1;-22-64][2;-12-80]
1,7,-6,0.127800002694,0.00736297711527,3980,-1[1:2:0],[1;-26-64][2;-14-97]
1,7,0,0.124799996614,0.00652418515985,4625,-1[1:2:0],[1;-26-64][2;-13-110]
2,13,-10,0.697000026703,0.0223963881017,3907,-1[1:2:0],[1;-29-64][2;-14-110]
2,15,-10,0.518999993801,0.0243410722853,4711,-1[1:2:0],[1;-36-64][2;-15-110]
2,20,-13,0.50260001421,0.0284675016115,4845,-1[1:2:0],[1;-38-64][2;-18-110]
2,22,-16,0.569199979305,0.032973963547,4849,-1[1:2:0],[1;-40-64][2;-22-110]
3,31,-16,0.668600022793,0.037572261151,4843,-1[1:2:0],[1;-42-64][2;-24-110]
3,31,0,1,0.0368944440262,4880,-1[1:2:0],[1;-44-64][2;-26-110]
1,1,-1,-0.000399999989895,0.000489865287605,4798,-1[1:2:0],[1;-4-38][2;-22-28]
1,1,0,0.00179999996908,0.000599459756781,4873,-1[1:2:0],[1;-13-63][2;-23-59]
1,3,-2,0.18940000236,0.00654717710162,2927,-1[1:2:0],[1;-25-64][2;-18-73]
1,4,-3,0.0938000008464,0.00554619797699,4157,-1[1:2:0],[1;-26-64][2;-17-88]
