TimeElapsed, Max, Min, Mean, Std, Number of items., Selected,level 1,level 2,level 3,level 4,-1
0,9,-5,-0.0247657299042,0.0150874908611,1345,-1[1:2:0],[1;-N][2;-17-4]
0,11,-6,0.0341365449131,0.0220300540532,1349,-1[1:2:0],[1;-N][2;-15-8]
0,16,-8,0.0977242290974,0.0327481815305,1360,-1[1:2:0],[1;-N][2;-15-9]
0,36,-11,0.115796521306,0.0456086492614,1393,-1[1:2:0],[1;-N][2;-18-10]
0,42,-27,0.25033468008,0.0730609024086,1393,-1[1:2:0],[1;-N][2;-21-10]
0,42,-2,0.670682728291,0.0713722149331,1394,-1[1:2:0],[1;-N][2;-30-10]
0,51,-20,1.84672021866,0.162075131462,1356,-1[1:2:0],[1;-N][2;-31-10]
0,60,-22,2.29585003853,0.197756034307,1374,-1[1:2:0],[1;-N][2;-34-10]
0,60,-2,3.22958493233,0.198528224317,1400,-1[1:2:0],[1;-N][2;-42-10]
0,66,-36,7.74230241776,0.344107804147,1288,-1[1:2:0],[1;-N][2;-42-10]
0,3,-4,-0.0341365449131,0.0126514706881,1366,-1[1:2:0],[1;-N][2;-14-5]
0,5,-5,-0.0147255687043,0.0167158679463,1326,-1[1:2:0],[1;-N][2;-16-7]
0,9,-7,0.0100401602685,0.0238426454908,1330,-1[1:2:0],[1;-N][2;-17-8]
0,11,-17,0.0575635880232,0.0311446403959,1366,-1[1:2:0],[1;-N][2;-21-8]
0,19,-9,0.158634543419,0.039345837514,1400,-1[1:2:0],[1;-N][2;-27-8]
0,21,-12,0.27911645174,0.0577369220008,1381,-1[1:2:0],[1;-N][2;-35-8]
1,3,-10,-0.0394912995398,0.014856874928,1363,-1[1:2:0],[1;-N][2;-20-2]
1,8,-7,-0.0542168691754,0.0178177376881,1356,-1[1:2:0],[1;-N][2;-19-4]
1,8,-2,0.142570286989,0.0150956378627,1380,-1[1:2:0],[1;-N][2;-20-5]
1,10,-7,0.143908962607,0.0288211459413,1385,-1[1:2:0],[1;-N][2;-19-8]
1,21,-11,0.199464529753,0.0401079505493,1386,-1[1:2:0],[1;-N][2;-19-10]
1,21,-3,0.48393574357,0.0424868178648,1378,-1[1:2:0],[1;-N][2;-23-11]
0,4,-2,0.0649263709784,0.00933973958317,1393,-1[1:2:0],[1;-N][2;-14-3]
0,5,-7,0.0555555559695,0.0161808144421,1347,-1[1:2:0],[1;-N][2;-19-5]
0,13,-5,0.0133868809789,0.0220145237104,1357,-1[1:2:0],[1;-N][2;-19-6]
0,13,-2,0.222891569138,0.0222074706731,1385,-1[1:2:0],[1;-N][2;-22-7]
0,21,-9,0.220883533359,0.0401333487895,1389,-1[1:2:0],[1;-N][2;-26-7]
0,32,-10,0.342034816742,0.0627122869017,1371,-1[1:2:0],[1;-N][2;-38-7]
0,4,-2,0.0769745633006,0.0102422308286,1390,-1[1:2:0],[1;-N][2;-14-4]
0,6,-5,0.0394912995398,0.0172305072106,1340,-1[1:2:0],[1;-N][2;-17-5]
0,15,-9,0.0709504708648,0.0249592573349,1343,-1[1:2:0],[1;-N][2;-23-5]
0,15,-2,0.248995989561,0.0244779902946,1385,-1[1:2:0],[1;-N][2;-31-5]
0,15,-2,0.43842035532,0.0356819686093,1375,-1[1:2:0],[1;-N][2;-42-5]
0,31,-15,0.788487255573,0.0702816407875,1362,-1[1:2:0],[1;-N][2;-46-5]
0,31,-3,1.08634543419,0.0744263065313,1399,-1[1:2:0],[1;-N][2;-50-5]
0,35,-19,1.6010710001,0.119773759698,1397,-1[1:2:0],[1;-N][2;-51-5]
1,35,-1,2.14390897751,0.121570383752,1407,-1[1:2:0],[1;-N][2;-55-5]
0,8,-7,-0.0127175366506,0.0155650681444,1359,-1[1:2:0],[1;-N][2;-16-4]
0,14,-6,-0.00535475229844,0.0224600302257,1342,-1[1:2:0],[1;-N][2;-11-10]
0,14,-2,0.184069618583,0.0217550288612,1376,-1[1:2:0],[1;-N][2;-12-12]
0,18,-7,0.1572958529,0.0360206330616,1375,-1[1:2:0],[1;-N][2;-13-13]
0,19,-7,0.240963861346,0.0437141261973,1395,-1[1:2:0],[1;-N][2;-15-13]
0,26,-14,0.315930396318,0.0616773599755,1390,-1[1:2:0],[1;-N][2;-17-13]
0,34,-17,0.485943764448,0.0798491389146,1401,-1[1:2:0],[1;-N][2;-23-13]
0,34,-2,1.08232927322,0.0815800338803,1394,-1[1:2:0],[1;-N][2;-26-13]
0,49,-34,2.07429718971,0.150211828808,1367,-1[1:2:0],[1;-N][2;-32-13]
0,49,-3,2.46787142754,0.141891398342,1412,-1[1:2:0],[1;-N][2;-38-13]
0,49,-2,5.11311912537,0.202695106895,1350,-1[1:2:0],[1;-N][2;-43-13]
0,52,-36,7.44310569763,0.305686327507,1314,-1[1:2:0],[1;-N][2;-44-13]
0,3,-2,0.0702811256051,0.00964460620668,1372,-1[1:2:0],[1;-N][2;-19-2]
0,5,-3,0.0120481923223,0.015722934772,1337,-1[1:2:0],[1;-N][2;-17-7]
0,8,-6,0.0227576978505,0.02182540168,1352,-1[1:2:0],[1;-N][2;-17-8]
0,10,-14,0.0836680084467,0.0307937653854,1362,-1[1:2:0],[1;-N][2;-17-9]
0,16,-8,0.113119140267,0.0384152335615,1367,-1[1:2:0],[1;-N][2;-20-10]
