TimeElapsed, Max, Min, Mean, Std, Number of items., Selected,level 1,level 2,level 3,level 4,level 5,-1
1,7,-3,0.0177999995649,0.0050255976759,4734,-1[1:2:0],[1;-25-31][2;-10-101]
2,11,-4,0.03579999879,0.00706142138666,4712,-1[1:2:0],[1;-26-31][2;-9-118]
2,15,-6,0.0509999990463,0.00975703848511,4728,-1[1:2:0],[1;-31-31][2;-12-123]
2,19,-9,0.0873999968171,0.0137270626137,4795,-1[1:2:0],[1;-44-31][2;-12-126]
2,19,-1,0.229000002146,0.014528310294,4839,-1[1:2:0],[1;-51-31][2;-12-127]
2,27,-22,0.445399999619,0.0307135762815,4711,-1[1:2:0],[1;-58-31][2;-14-127]
3,27,-1,0.600399971008,0.0282401127477,4824,-1[1:2:0],[1;-63-31][2;-16-127]
3,35,-16,1.5651999712,0.058906958774,4621,-1[1:2:0],[1;-67-31][2;-17-127]
3,40,-21,1.51160001755,0.0683740673648,4799,-1[1:2:0],[1;-68-31][2;-22-127]
4,57,-26,1.60899996758,0.0784797031085,4821,-1[1:2:0],[1;-69-31][2;-24-127]
4,64,-37,1.84660005569,0.0890288362723,4824,-1[1:2:0],[1;-69-31][2;-25-127]
4,64,-1,2.47539997101,0.0870868472733,4858,-1[1:2:0],[1;-71-31][2;-30-127]
5,80,-23,6.88660001755,0.155934435222,4473,-1[1:2:0],[1;-71-31][2;-31-127]
5,80,-1,7.11199998856,0.150170207431,4703,-1[1:2:0],[1;-71-31][2;-32-127]
5,83,-27,11.8965997696,0.205172273195,4433,-1[1:2:0],[1;-71-31][2;-33-127]
6,83,-1,11.6895999908,0.199813138627,4631,-1[1:2:0],[1;-71-31][2;-34-127]
6,83,-1,17.6693992615,0.22677112644,4250,-1[1:2:0],[1;-71-31][2;-34-127]
7,83,-1,20.1180000305,0.245167402401,4152,-1[1:2:0],[1;-71-31][2;-34-127]
7,83,-1,22.6369991302,0.258759977972,3920,-1[1:2:0],[1;-71-31][2;-34-127]
7,83,-1,23.9941997528,0.270059171398,3786,-1[1:2:0],[1;-71-31][2;-34-127]
0,3,-2,0.000399999989895,0.00246575911232,4659,-1[1:2:0],[1;-17-22][2;-12-27]
0,3,-2,0.0152000002563,0.0024563778211,4747,-1[1:2:0],[1;-23-32][2;-14-45]
0,4,-3,0.0177999995649,0.00408615124537,4719,-1[1:2:0],[1;-25-35][2;-15-61]
1,6,-5,0.0302000008523,0.00541272500687,4706,-1[1:2:0],[1;-25-35][2;-15-77]
1,6,-1,0.082000002265,0.0052091458033,4788,-1[1:2:0],[1;-25-35][2;-13-91]
1,18,-9,0.0992000028491,0.00955153767725,4720,-1[1:2:0],[1;-27-35][2;-13-103]
1,18,-1,0.160400003195,0.0104026135178,4794,-1[1:2:0],[1;-35-35][2;-13-107]
2,33,-10,0.319999992847,0.0224944437584,4708,-1[1:2:0],[1;-45-35][2;-13-109]
2,33,-1,0.403600007296,0.0215439413293,4812,-1[1:2:0],[1;-53-35][2;-13-109]
2,33,-1,1.03680002689,0.0368593156746,4691,-1[1:2:0],[1;-57-35][2;-19-109]
3,33,-1,2.31180000305,0.0593811093867,4608,-1[1:2:0],[1;-63-35][2;-20-109]
3,41,-18,4.00019979477,0.0917860555422,4521,-1[1:2:0],[1;-64-35][2;-24-109]
3,41,-1,3.796200037,0.088954902237,4788,-1[1:2:0],[1;-65-35][2;-26-109]
0,2,-2,0.00719999987632,0.00159675671284,4753,-1[1:2:0],[1;-14-26][2;-20-22]
0,2,-1,0.0211999993771,0.00234736277554,4788,-1[1:2:0],[1;-23-34][2;-14-45]
1,3,-2,0.0307999998331,0.00421073295282,4691,-1[1:2:0],[1;-24-34][2;-12-70]
1,5,-5,0.0277999993414,0.0052806658671,4733,-1[1:2:0],[1;-25-34][2;-12-90]
1,11,-4,0.0340000018477,0.00663391287251,4735,-1[1:2:0],[1;-25-34][2;-11-110]
2,11,-1,0.101400002837,0.00625968114204,4800,-1[1:2:0],[1;-29-34][2;-11-127]
2,11,-1,0.164800003171,0.00894025681958,4770,-1[1:2:0],[1;-37-34][2;-11-136]
2,19,-10,0.235599994659,0.0174315383142,4703,-1[1:2:0],[1;-45-34][2;-11-140]
3,30,-9,0.248199999332,0.0217669325354,4783,-1[1:2:0],[1;-51-34][2;-11-141]
3,37,-11,0.397199988365,0.0307487630971,4806,-1[1:2:0],[1;-56-34][2;-12-141]
4,37,-1,0.668200016022,0.0347623611396,4819,-1[1:2:0],[1;-60-34][2;-13-141]
5,40,-16,1.90620005131,0.0747499853645,4631,-1[1:2:0],[1;-64-34][2;-16-141]
5,42,-26,2.00359988213,0.0847103146494,4734,-1[1:2:0],[1;-67-34][2;-19-141]
6,42,-1,2.31340003014,0.0762899474898,4807,-1[1:2:0],[1;-69-34][2;-19-141]
7,55,-41,5.54160022736,0.133443822967,4436,-1[1:2:0],[1;-70-34][2;-21-141]
8,55,-1,4.81379985809,0.11755605434,4768,-1[1:2:0],[1;-70-34][2;-25-141]
8,61,-27,8.540599823,0.172614687463,4448,-1[1:2:0],[1;-70-34][2;-26-141]
9,80,-28,7.2891998291,0.180313040771,4657,-1[1:2:0],[1;-70-34][2;-28-141]
10,80,-1,8.19439983368,0.172307752954,4701,-1[1:2:0],[1;-70-34][2;-30-141]
11,80,-1,14.4043998718,0.213767191421,4307,-1[1:2:0],[1;-70-34][2;-30-141]
12,80,-1,17.5499992371,0.235801399487,4166,-1[1:2:0],[1;-70-34][2;-30-141]
13,80,-1,20.7341995239,0.25151331987,3962,-1[1:2:0],[1;-70-34][2;-31-141]
14,80,-2,22.6518001556,0.262514821204,3827,-1[1:2:0],[1;-70-34][2;-31-141]
15,80,-1,24.2464008331,0.273289329115,3712,-1[1:2:0],[1;-70-34][2;-31-141]
15,83,-33,26.329000473,0.297647831842,3448,-1[1:2:0],[1;-70-34][2;-31-141]
16,83,-1,24.2961997986,0.281735076112,3675,-1[1:2:0],[1;-70-34][2;-31-141]
0,2,-1,0.00999999977648,0.0017378147197,4788,-1[1:2:0],[1;-24-17][2;-11-28]
0,3,-2,0.00680000009015,0.00324819211255,4669,-1[1:2:0],[1;-24-26][2;-9-58]
1,4,-4,0.0114000001922,0.00405142049163,4715,-1[1:2:0],[1;-25-34][2;-9-80]
1,4,-2,0.0526000000536,0.00380087463619,4799,-1[1:2:0],[1;-25-34][2;-9-100]
1,4,-1,0.0746000036597,0.00445050199416,4796,-1[1:2:0],[1;-25-34][2;-9-116]
2,5,-4,0.0637999996543,0.00716281453062,4737,-1[1:2:0],[1;-26-34][2;-10-128]
2,19,-6,0.0719999969006,0.00993997987926,4787,-1[1:2:0],[1;-33-34][2;-11-131]
2,19,-1,0.159999996424,0.00982649479723,4829,-1[1:2:0],[1;-43-34][2;-12-132]
3,19,-1,0.295800000429,0.0141668794023,4739,-1[1:2:0],[1;-51-34][2;-12-134]
0,2,-1,0.00839999970049,0.00166909795998,4767,-1[1:2:0],[1;-24-18][2;-23-21]
0,2,-1,0.01600000076,0.00206610745122,4783,-1[1:2:0],[1;-25-27][2;-16-49]
1,8,-10,0.0230000000447,0.004553482184,4714,-1[1:2:0],[1;-25-27][2;-15-70]
1,8,-1,0.0573999993503,0.00404240621413,4787,-1[1:2:0],[1;-25-27][2;-14-87]
1,8,-2,0.0865999981761,0.00530472317845,4762,-1[1:2:0],[1;-28-27][2;-14-99]
2,11,-6,0.0725999996066,0.00824292714999,4742,-1[1:2:0],[1;-31-27][2;-14-109]
2,11,-1,0.127000004053,0.00784437377998,4810,-1[1:2:0],[1;-42-27][2;-14-114]
1,8,-2,-0.00400000018999,0.00284197114693,4666,-1[1:2:0],[1;-25-18][2;-6-30]
1,8,-1,0.0186000000685,0.00289323486776,4759,-1[1:2:0],[1;-25-26][2;-9-56]
1,8,-1,0.0494000017643,0.00433957693791,4784,-1[1:2:0],[1;-25-26][2;-10-77]
2,10,-4,0.069200001657,0.00709945575379,4707,-1[1:2:0],[1;-27-26][2;-10-96]
2,10,-1,0.105400003493,0.00698413688297,4753,-1[1:2:0],[1;-32-26][2;-10-107]
2,12,-6,0.149399995804,0.0125720295895,4734,-1[1:2:0],[1;-39-26][2;-12-113]
3,18,-8,0.187399998307,0.0164114669667,4729,-1[1:2:0],[1;-46-26][2;-13-115]
3,18,-1,0.349000006914,0.018218666252,4806,-1[1:2:0],[1;-51-26][2;-13-115]
